,Suburb/Town Name,lat,lng,Closest Hospital,Closest Cinema,Distance to CBD,Number of hospitals,Number of cinemas
1436,Lilydale,-37.76167,145.37116,1.836913468,5.366393843,36.37681551,1,0
1437,Lima,-36.74957,145.94871,21.98343737,4.633461981,146.9120918,0,0
1438,Lima East,-36.81416,145.96348,28.91350647,8.240997519,141.9871882,0,0
1439,Lima South,-36.83372,146.02067,25.55362831,9.889449224,143.5312776,0,0
1440,Limestone,-37.27165,145.55334,12.61218172,53.60186632,79.56919833,0,0
1441,Lindenow,-37.79666,147.46949,12.74148602,14.37284787,220.2798389,0,0
1442,Lindenow South,-37.87049,147.41983,17.07091669,18.90724535,215.8991458,0,0
1443,Lindsay,-37.60382,141.07658,27.85816785,84.83915116,342.580981,0,0
1444,Lindsay Point,-34.0916,141.03896,102.376494,268.925405,543.832533,0,0
1445,Linga,-35.17509,141.67002,59.49347931,172.4325885,415.4002268,0,0
1446,Linton,-37.69019,143.55291,29.6151866,24.7705688,124.645481,0,0
1447,Liparoo,-34.80854,142.58042,30.99162173,106.894852,396.3322442,0,0
1448,Lismore,-37.95811,143.35332,36.31260501,47.32754356,142.1206666,0,0
1449,Litchfield,-36.2946,142.83341,40.74945333,46.32847277,253.3052207,0,0
1450,Little Desert,-36.49371,141.75203,19.79061229,47.05775415,320.03727,0,0
1451,Little Hampton,-37.35918,144.28842,12.86260689,43.72670006,77.8728699,0,0
1452,Little River,-37.9352,144.4758,19.0082819,19.216188,44.82516964,0,0
1453,Llanelly,-36.72856,143.82725,17.87926147,36.43027196,156.8713296,0,0
1454,Llowalong,-37.90542,147.04173,22.86444523,22.55167089,182.8528657,0,0
1455,Loch,-38.37879,145.71091,24.12814284,22.94511322,90.88130853,0,0
1456,Loch Sport,-38.04369,147.5859,23.70468441,24.28958981,231.5459102,0,0
1457,Loch Valley,-37.80681,146.00855,24.46798972,40.08008086,91.9226592,0,0
1458,Lockington,-36.27079,144.50401,20.33522598,26.97996345,176.1725254,0,0
1459,Locksley,-36.8422,145.32009,16.5887089,24.5976337,112.4224643,0,0
1460,Lockwood,-36.81466,144.16987,10.05111645,11.08189647,131.2146176,0,0
1461,Lockwood South,-36.87892,144.14618,14.59383992,17.29225872,126.3981249,0,0
1462,Loddon Vale,-36.00071,143.94811,23.37927872,61.47418911,220.7009797,0,0
1463,Logan,-36.62674,143.48795,21.61317686,41.72094943,185.5251441,0,0
1464,Londrigan,-36.34439,146.45004,12.27194688,11.18115146,209.9112918,0,0
1465,Long Forest,-37.65803,144.50578,5.603769016,5.977457272,43.65214059,0,0
1466,Long Gully,-36.74377,144.25748,2.055312613,2.840200354,134.1875998,0,0
1467,Longford,-38.23786,147.09247,14.39500462,14.7190731,192.4954315,0,0
1468,Longlea,-36.76229,144.43013,13.38074724,13.64129755,125.8933404,0,0
1469,Longwarry,-38.12414,145.77174,14.68761872,14.53647388,78.97924707,0,0
1470,Longwarry North,-38.07796,145.78595,15.94070483,15.74792433,78.03642528,0,0
1471,Longwood,-36.80718,145.38666,17.20342514,17.64576752,117.9064329,0,0
1472,Longwood East,-36.82965,145.45693,12.77140068,13.3896,117.7040751,0,0
1473,Lorne,-38.52328,143.91657,31.68942216,5.396543192,120.8495645,0,1
1474,Lorquon,-36.14385,141.77523,23.68877368,74.11117425,338.4426923,0,0
1475,Lovely Banks,-38.05024,144.3188,11.73472414,11.69035065,62.32125223,0,0
1476,Lower Moira,-36.08891,144.93081,17.32795735,16.96636083,191.6596717,0,0
1477,Lower Norton,-36.80335,142.08018,15.27267818,14.52211958,278.4791715,0,0
1478,Lower Plenty,-37.73855,145.11795,3.808520822,4.229079999,15.96050827,0,0
1479,Loy Yang,-38.24963,146.57809,9.912868025,7.161591804,149.6447935,0,0
1480,Lubeck,-36.74747,142.52181,28.16287604,28.8146293,246.2418763,0,0
1481,Lucas,-37.54494,143.77308,5.234070366,5.943292434,108.7913979,0,0
1482,Lucknow,-37.80441,147.67503,6.615814853,4.862348854,238.3181856,0,0
1483,Lucyvale,-36.31406,147.60528,29.56445429,73.5865433,287.653932,0,0
1484,Lurg,-36.57997,146.11766,11.31618296,21.23658108,171.0318116,0,0
1485,Lynbrook,-38.05703,145.25567,2.586550035,5.418806644,37.45038334,0,0
1486,Lyndhurst,-38.06492,145.22978,4.512850507,5.939091945,36.59588818,0,0
1487,Lyons,-38,141.48021,19.85182224,55.7149165,306.1857692,0,0
1488,Lyonville,-37.39683,144.26704,12.60780398,40.42590998,76.71463197,0,0
1489,Lysterfield,-37.93408,145.30083,4.095379466,5.265249434,32.65867445,0,0
1490,Lysterfield South,-37.95305,145.2669,4.480728636,5.712387905,30.98039058,0,0
1491,Macarthur,-38.04301,142.03341,34.09043269,33.45085602,258.1482972,0,0
1492,Macclesfield,-37.88186,145.49001,15.58333828,12.48098012,46.98362253,0,0
1493,Macedon,-37.42366,144.56118,22.76545428,22.68661936,55.81861696,0,0
1494,Macks Creek,-38.46578,146.61213,11.67086363,30.07634808,161.5524659,0,0
1495,Macleod,-37.72083,145.07569,1.728316749,3.077254333,14.25134134,0,0
1496,Macorna,-35.91653,143.98946,22.33557542,69.57655224,227.8739591,0,0
1497,Macorna North,-35.84177,144.08782,12.32166644,67.57104227,232.5269302,0,0
1498,Macs Cove,-37.20563,146.14796,17.36109587,17.64912839,124.4606088,0,0
1499,Madalya,-38.49268,146.50899,16.38042585,29.30508836,154.9657844,0,0
1500,Maddingley,-37.70107,144.4165,3.012383552,13.03775416,49.54491453,0,0
1501,Mafeking,-37.38288,142.5518,35.59466733,61.29267203,217.6568004,0,0
1502,Maffra,-37.9639,146.99692,17.70022596,16.98587401,179.3484956,0,0
1503,Maffra West Upper,-37.87246,146.82516,12.10024072,33.42751914,163.721023,0,0
1504,Magpie,-37.63237,143.85025,8.125733821,5.9933486,99.8267409,0,0
1505,Maiden Gully,-36.75617,144.20774,4.8386929,5.816188767,135.0850013,0,0
1506,Maidstone,-37.78163,144.87456,1.480978739,1.514391855,8.425302106,0,0
1507,Mailors Flat,-38.29057,142.46478,9.106026736,10.39725302,225.0418222,0,0
1508,Main Lead,-37.38703,143.37196,4.974569546,44.50765395,147.8642887,0,0
1509,Main Ridge,-38.40213,144.97051,8.380116244,7.593474827,65.58298403,0,0
1510,Maindample,-37.02936,145.95691,11.87605764,12.32632156,123.6786585,0,0
1511,Maintongoon,-37.1264,145.77893,9.307672893,28.98432306,104.9431534,0,0
1512,Major Plains,-36.36644,145.77812,28.57292573,33.75312312,176.3146025,0,0
1513,Majorca,-37.12825,143.81361,11.43980328,11.04269466,126.7329049,0,0
1514,Maldon,-36.99697,144.0776,1.317904415,30.57308378,119.6898406,1,0
1515,Mallacoota,-37.52397,149.82662,121.5046675,165.8463614,429.3050616,0,0
1516,Malmsbury,-37.17644,144.3974,21.34827053,47.09630252,86.50431587,0,0
1517,Malvern,-37.85832,145.03534,0.507770066,3.544234796,8.207376548,4,0
1518,Malvern East,-37.87819,145.06463,1.297290862,1.855001646,11.59560674,1,0
1519,Mambourin,-37.89993,144.55753,11.01167869,11.20677543,36.83840617,0,0
1520,Manangatang,-35.05488,142.90002,53.45828347,67.75619003,357.8145536,0,0
1521,Mandurang,-36.82828,144.29105,7.100478298,7.260620375,124.4828639,0,0
1522,Mandurang South,-36.86866,144.27373,11.5303874,11.64587855,121.3080893,0,0
1523,Mangalore,-36.92464,145.17068,10.83384127,40.56395396,100.414862,0,0
1524,Manifold Heights,-38.13761,144.33369,2.581653684,2.755361937,65.901137,0,0
1525,Mannerim,-38.2221,144.59489,18.16039256,18.17190197,55.77774775,0,0
1526,Mannibadar,-37.77426,143.51442,37.70696129,32.66142993,127.2851059,0,0
1527,Manns Beach,-38.66227,146.79795,15.64796232,56.84394584,186.1050433,0,0
1528,Manorina,-37.69027,148.79858,29.32680993,73.59474153,337.5398295,0,0
1529,Mansfield,-37.04919,146.09748,1.378128838,0.623492195,131.3374962,1,1
1530,Maramingo Creek,-37.39631,149.63426,108.4866977,153.900813,414.1245191,0,0
1531,Marcus Hill,-38.24109,144.57778,17.39063534,17.88704302,58.3646919,0,0
1532,Mardan,-38.47022,146.13176,15.87886908,16.3673012,125.7459704,0,0
1533,Marengo,-38.77949,143.65526,49.13938679,2.577814718,156.7549376,0,0
1534,Maribyrnong,-37.77242,144.88736,1.939297787,0.184656765,7.9361331,0,2
1535,Marionvale,-36.2627,145.52727,14.96257902,17.24891848,179.4645189,0,0
1536,Markwood,-36.47551,146.50661,21.67152056,21.10896691,202.0723532,0,0
1537,Marlbed,-35.8209,142.8499,63.82093993,67.02793492,290.4849136,0,0
1538,Marlo,-37.76378,148.66799,19.08331372,60.43366149,325.6707015,0,0
1539,Marnoo,-36.69059,142.88921,33.14421475,61.42315114,221.8550777,0,0
1540,Marnoo East,-36.65247,142.9585,26.15941875,55.17192487,219.3132024,0,0
1541,Marnoo West,-36.70173,142.77169,39.78103113,50.90300343,229.850404,0,0
1542,Marong,-36.75381,144.09962,14.45616966,14.11266127,140.278963,0,0
1543,Maroona,-37.42114,142.86417,16.90958998,82.1540529,189.8391385,0,0
1544,Marraweeney,-36.76517,145.72435,13.73062124,13.56160902,134.5528642,0,0
1545,Marshall,-38.19586,144.35718,3.498146451,3.263579156,68.03345785,0,0
1546,Marungi,-36.19922,145.53154,20.82467662,23.25088394,186.3604421,0,0
1547,Maryborough,-37.05011,143.73983,0.60207744,0.178802025,137.2335735,1,1
1548,Maryknoll,-38.03527,145.60482,21.16098047,26.19041724,61.57473863,0,0
1549,Marysville,-37.52352,145.81221,28.48505478,51.45997345,81.41791031,0,0
1550,Maryvale,-38.18318,146.42808,3.685181977,5.961240393,134.9017519,0,0
1551,Massey,-36.22164,142.87053,43.9596815,43.24544744,256.4504703,0,0
1552,Matlock,-37.58914,146.21262,53.28883679,60.53444394,112.7747466,0,0
1553,Maude,-37.94497,144.19063,27.20080739,27.24435802,69.30588811,0,0
1554,McCrae,-38.35439,144.93241,3.869510392,2.322559408,60.32690908,0,0
1555,McIntyre,-36.68919,143.67728,21.84471252,40.33863871,168.9109052,0,0
1556,McKenzie Creek,-36.80285,142.16045,10.92617578,10.34921317,272.0211925,0,0
1557,McKenzie Hill,-37.06931,144.18469,2.920998081,34.93133588,107.4176342,0,0
1558,McKinnon,-37.91055,145.03849,1.105171385,3.252381633,12.8079635,0,0
1559,McLoughlins Beach,-38.60866,146.8885,19.14606428,55.35117174,190.1660737,0,0
1560,McMahons Creek,-37.69589,145.84908,28.69860382,47.93828269,79.03814219,0,0
1561,McMillans,-35.84819,144.16568,6.924463767,61.1230672,229.620716,0,0
1562,Mead,-35.80468,144.1081,9.603555439,68.08135136,235.8353334,0,0
1563,Meadow Creek,-36.60236,146.44893,25.50989695,29.76798998,188.2461972,0,0
1564,Meadow Heights,-37.65104,144.91916,3.806498207,3.097130351,18.33353686,0,0
1565,Meatian,-35.56958,143.35371,31.38365382,31.42487822,287.6721029,0,0
1566,Meeniyan,-38.57475,146.01196,11.07382534,12.56354219,124.9085108,0,0
1567,Meering West,-35.8849,143.71319,25.27739068,53.75195657,241.4193848,0,0
1568,Meerlieu,-38.01299,147.3987,27.29343997,28.80075025,214.9009726,0,0
1569,Melbourne,-37.82744,144.97142,0.775203872,0.94623985,1.861464508,6,8
1570,Melbourne Airport,-37.6757,144.83596,4.887074808,5.938302223,18.81894774,0,0
1571,Melton,-37.67536,144.60745,4.540150828,4.055799714,34.71431439,1,1
1572,Melton South,-37.72095,144.57848,4.194007614,4.066458894,35.22823509,0,0
1573,Melton West,-37.66274,144.54411,2.950601688,3.131631059,40.3547404,0,0
1574,Melville Forest,-37.48268,141.85473,19.36289932,32.50911144,276.021044,0,0
1575,Melwood,-37.73493,147.51242,13.59599297,14.50377478,224.303111,0,0
1576,Mena Park,-37.53682,143.47756,14.44736363,29.53315569,134.2065569,0,0
1577,Mentone,-37.98293,145.07487,0.870365115,3.134523537,21.3877611,0,0
1578,Menzies Creek,-37.92076,145.4033,8.234071552,4.656145579,40.55260372,0,0
1579,Mepunga,-38.45801,142.67618,19.67147035,18.89496936,212.4293932,0,0
1580,Mepunga East,-38.44394,142.71202,21.87602565,21.19377987,208.9691478,0,0
1581,Mepunga West,-38.44057,142.65363,17.0736091,16.3022696,213.6675214,0,0
1582,Merbein,-34.16086,142.05124,9.082452754,190.2154595,483.1062044,0,0
1583,Merbein South,-34.23042,142.02778,11.96341426,186.5199995,477.7239543,0,0
1584,Merbein West,-34.1673,142.00728,12.87465645,192.6520316,484.6549306,0,0
1585,Meredith,-37.86712,144.03814,33.86458763,36.82212091,81.37370306,0,0
1586,Meringur,-34.40742,141.26202,84.85867959,233.7868973,503.7249527,0,0
1587,Merino,-37.73472,141.54153,20.02650221,42.48078886,300.7596114,0,0
1588,Mernda,-37.59224,145.08163,8.946440213,6.510489547,26.63635831,0,0
1589,Merriang,-36.56464,146.68652,3.897040642,30.42465896,206.342156,0,0
1590,Merriang South,-36.59941,146.66235,7.701101216,30.19009073,202.1373869,0,0
1591,Merricks,-38.39421,145.08293,13.76756727,10.38703203,65.55492168,0,0
1592,Merricks Beach,-38.3983,145.10729,12.7929277,12.29141656,66.37820349,0,0
1593,Merricks North,-38.34137,145.07394,10.99269403,6.864514802,59.63023708,0,0
1594,Merrigum,-36.36876,145.15409,11.6673986,22.18712517,161.4210975,0,0
1595,Merrijig,-37.65811,147.44203,24.14304605,24.98607955,218.7381764,0,0
1596,Merrimu,-37.65744,144.47464,4.212041713,8.456271014,46.20716029,0,0
1597,Merrinee,-34.38932,141.84821,35.54712557,188.5276891,472.3143116,0,0
1598,Merton,-36.98224,145.69874,23.62148085,27.84266219,112.9310032,0,0
1599,Metcalfe,-37.09289,144.44163,20.84820845,39.39392143,92.25983553,0,0
1600,Metcalfe East,-37.14567,144.45675,23.99385487,45.34973799,86.51593189,0,0
1601,Metung,-37.8647,147.84113,20.82427592,13.54896352,252.8706594,0,0
1602,Mia Mia,-36.98479,144.60814,11.12029989,38.34731684,97.19189442,0,0
1603,Mickleham,-37.54663,144.89917,5.750199741,14.81431446,30.06454339,0,0
1604,Middle Creek,-37.39908,143.2546,11.84986909,53.10737773,157.2863987,0,0
1605,Middle Park,-37.85078,144.96227,1.570534596,2.724500358,4.271641068,0,0
1606,Middle Tarwin,-38.67186,145.92856,20.5944963,21.91730511,127.4985086,0,0
1607,Miepoll,-36.62156,145.47467,17.54100882,17.03651175,139.9706966,0,0
1608,Miga Lake,-36.85176,141.63735,37.0953482,52.42356566,312.7480452,0,0
1609,Milawa,-36.45605,146.44895,16.58651785,15.85100508,200.2817451,0,0
1610,Mildura,-34.21084,142.1337,3.092854888,180.9040816,474.3864735,1,0
1611,Mill Park,-37.66409,145.06521,3.053609699,1.610123357,18.81147425,1,1
1612,Millbrook,-37.61177,144.04558,15.63557835,17.50895533,83.65956235,0,0
1613,Millgrove,-37.74406,145.64848,15.07570499,29.80215152,60.79076539,0,0
1614,Milloo,-36.36121,144.38051,28.42761711,41.23240394,169.4087926,0,0
1615,Milltown,-38.05434,141.69502,11.15919224,45.16801027,287.7853263,0,0
1616,Milnes Bridge,-35.7878,144.07374,12.76313995,68.11490119,238.611918,0,0
1617,Mincha,-35.99639,144.05848,25.95873144,63.81748713,217.3248198,0,0
1618,Mincha West,-35.91281,144.13087,14.62396872,60.60724855,223.7919567,0,0
1619,Miners Rest,-37.4862,143.7927,7.013149579,10.03883425,109.1633761,0,0
1620,Mingay,-37.85238,143.31715,45.57659792,51.79635417,144.5399741,0,0
1621,Minhamite,-37.98795,142.34938,39.5305564,39.4907925,230.0767028,0,0
1622,Minimay,-36.71077,141.19978,36.94062312,89.24157754,354.7491162,0,0
1623,Mininera,-37.60386,142.95444,36.15744421,74.9778571,178.1356251,0,0
1624,Minjah,-38.04157,142.48181,36.71613728,37.98240839,219.036572,0,0
1625,Minmindie,-36.01959,143.75639,10.59356711,45.85471276,226.3371653,0,0
1626,Miowera,-37.47744,147.06768,60.82535914,62.87768707,189.0765801,0,0
1627,Miram,-36.37199,141.38512,24.56758791,82.28765378,355.3716704,0,0
1628,Mirboo,-38.48242,146.23739,19.80001477,25.56460619,134.1088502,0,0
1629,Mirboo North,-38.3942,146.14195,19.6224423,19.45941566,121.8238985,0,0
1630,Mirranatwa,-37.42689,142.38562,46.48045743,47.3508764,230.938039,0,0
1631,Mitcham,-37.81695,145.199,0.804374128,2.776355797,20.80705488,1,0
1632,Mitchell Park,-37.50908,143.78407,5.529545439,8.640451501,109.0518395,0,0
1633,Mitchellstown,-36.84617,145.04758,11.6753711,47.90547989,107.7007378,0,0
1634,Mitiamo,-36.21525,144.25145,43.37774919,45.64914478,188.4683208,0,0
1635,Mitre,-36.7167,141.78977,37.35472329,36.64854088,306.0156304,0,0
1636,Mitta Mitta,-36.61073,147.38788,47.791453,40.16169993,252.9604648,0,0
1637,Mittyack,-35.15553,142.62461,29.78465589,87.25770036,361.8430289,0,0
1638,Mockinya,-36.95981,142.18117,27.60385781,27.21072331,263.3477535,0,0
1639,Modella,-38.17601,145.71638,18.48666949,18.81210628,77.4764059,0,0
1640,Modewarre,-38.26606,144.12193,12.17001751,18.79832445,89.21965874,0,0
1641,Moe,-38.1751,146.24948,15.48569389,17.08479088,119.7969442,0,0
1642,Moe South,-38.21351,146.246,15.11986644,16.15584138,120.990605,0,0
1643,Moggs Creek,-38.46226,144.06475,25.28973623,11.57968546,106.6898461,0,0
1644,Moglonemby,-36.65697,145.54235,11.65851762,11.01756044,138.3587067,0,0
1645,Mokepilly,-37.08867,142.64262,12.73346291,57.12502573,219.9988826,0,0
1646,Molesworth,-37.16508,145.53211,10.4659616,45.96609757,87.79877715,0,0
1647,Moliagul,-36.75077,143.66841,27.02552235,33.70702566,164.4262643,0,0
1648,Molka,-36.67879,145.40823,17.00562238,16.83583115,132.0855315,0,0
1649,Mollongghip,-37.46745,144.04662,16.88815666,19.59133409,89.27590054,0,0
1650,Mologa,-36.16298,144.13005,36.60102072,55.69123334,197.7334136,0,0
1651,Molyullah,-36.68319,146.14626,19.6218164,14.7602361,163.5480193,0,0
1652,Monbulk,-37.87427,145.42274,9.945532709,7.33035128,41.02090847,0,0
1653,Monegeetta,-37.39315,144.77176,19.32878414,21.08404756,49.54181414,0,0
1654,Mongans Bridge,-36.5895,147.11782,34.98433685,20.66689578,234.3818234,0,0
1655,Monomak,-37.78561,146.82827,21.55947795,41.28880088,163.981114,0,0
1656,Monomeith,-38.21264,145.53794,4.853820131,29.76535379,67.26848202,0,0
1657,Mont Albert,-37.81786,145.10764,1.019910543,2.89358623,12.78993002,0,0
1658,Mont Albert North,-37.80278,145.11019,1.393953575,2.261976239,13.04425793,0,0
1659,Montgomery,-38.03949,147.06316,7.852123387,7.567347696,185.9955508,0,0
1660,Montmorency,-37.72058,145.12406,2.237814683,2.777925131,17.5091595,0,0
1661,Montrose,-37.8172,145.3488,6.774689575,6.309095166,33.96398633,0,0
1662,Moolap,-38.17836,144.42093,2.453753218,6.075943562,62.49739963,0,0
1663,Moolerr,-36.64735,143.17409,7.727147571,44.94360629,204.5503127,0,0
1664,Moolort,-37.06004,143.91536,15.17337997,15.67266329,124.6622633,0,0
1665,Moonambel,-36.98432,143.31098,38.50960276,38.69637335,172.4890288,0,0
1666,Moondarra,-38.04774,146.35485,19.48628596,21.98745431,124.9148706,0,0
1667,Moonee Ponds,-37.76537,144.9197,0.35452403,2.835239864,6.423259585,1,0
1668,Moonlight Flat,-37.04554,143.65146,7.683084534,7.80610289,143.7547038,0,0
1669,Moora,-36.60516,144.94751,26.61424284,47.67635498,134.2412962,0,0
1670,Moorabbin,-37.94142,145.05695,2.002093074,2.043645091,16.5855721,1,0
1671,Moorabbin Airport,-37.97794,145.09892,2.68451571,1.788424804,21.97458947,0,0
1672,Moorabool,-38.04989,144.28005,13.15591906,13.19300215,65.3988102,0,0
1673,Mooralla,-37.38025,142.1085,40.1884236,40.92851125,255.9590355,0,0
1674,Moorilim,-36.62502,145.30378,22.07987954,27.89616726,135.4464773,0,0
1675,Moormbool West,-36.81458,144.85852,18.15026755,52.08834281,111.3268063,0,0
1676,Moornapa,-37.7043,147.18337,39.88569732,41.44976951,195.6288834,0,0
1677,Moorngag,-36.73574,146.05451,20.75641874,4.948300581,153.8575993,0,0
1678,Moorooduc,-38.24437,145.11449,5.177665803,11.1992035,49.85425828,0,0
1679,Mooroolbark,-37.78059,145.32583,3.512822984,2.633706623,32.14464223,0,0
1680,Mooroopna,-36.39662,145.34908,6.16736648,5.037253471,161.1182953,0,0
1681,Mooroopna North,-36.32835,145.30178,10.00654067,10.62722699,167.7421718,0,0
1682,Mooroopna North West,-36.35041,145.25007,13.91016106,13.95702175,164.5550493,0,0
1683,Moranding,-37.23394,144.95182,7.626375629,43.23684145,64.32436345,0,0
1684,Mordialloc,-37.99833,145.0951,2.132717374,1.52816825,23.7390293,0,0
1685,Morgiana,-37.7303,141.84129,16.7095484,16.16863268,274.4529234,0,0
1686,Moriac,-38.25021,144.17473,16.53707938,13.86629609,84.42344922,0,0
1687,Mornington,-38.22805,145.06241,1.189925517,10.75829218,47.0482022,2,0
1688,Moroka,-37.49312,146.94222,55.50208932,69.13882474,177.8867047,0,0
1689,Morrisons,-37.75672,144.12762,19.35034018,32.27014124,73.60344031,0,0
1690,Morrl Morrl,-36.86497,142.90494,24.24765301,64.85372633,210.1750204,0,0
1691,Mortlake,-38.0585,142.79005,22.36746601,45.05419448,192.4492637,0,0
1692,Morton Plains,-36.07426,142.907,51.13403598,45.1927765,265.9029996,0,0
1693,Morwell,-38.23174,146.42003,1.802081768,0.932857171,135.9461952,1,1
1694,Mossiface,-37.74516,147.81591,20.6406327,18.87743292,250.9034778,0,0
1695,Mount Alfred,-35.99777,147.61323,34.3321066,99.87269157,310.2553906,0,0
1696,Mount Beauty,-36.74866,147.22372,49.15608277,23.50510533,232.4224363,0,0
1697,Mount Beckworth,-37.30582,143.68953,29.02105509,28.94532086,125.5270886,0,0
1698,Mount Best,-38.587,146.29551,11.13700377,33.02187318,144.8890743,0,0
1699,Mount Bolton,-37.35898,143.69466,23.59627589,26.61330239,122.539754,0,0
1700,Mount Bruno,-36.32113,146.15522,14.42116255,15.69478768,196.7185472,0,0
1701,Mount Buffalo,-36.72777,146.7775,19.71291683,16.38855358,200.8586809,0,0
1702,Mount Burnett,-37.97572,145.511,15.78564968,15.75307631,51.46795584,0,0
1703,Mount Bute,-37.87307,143.40648,46.82519909,46.99035748,136.7740567,0,0
1704,Mount Camel,-36.80739,144.74367,13.52666498,41.83760385,113.407028,0,0
1705,Mount Cameron,-37.19927,143.81401,18.44085512,18.01948,122.0872103,0,0
1706,Mount Clear,-37.60422,143.87258,5.515465955,5.058957066,98.60862743,0,0
1707,Mount Cole,-37.24938,143.21768,24.90590517,51.34473812,166.0791428,0,0
1708,Mount Cole Creek,-37.21872,143.12386,18.20887061,57.74847534,175.0573009,0,0
1709,Mount Cottrell,-37.79318,144.62928,10.3766103,10.29757927,29.32792766,0,0
1710,Mount Dandenong,-37.83626,145.35106,7.539311148,6.362119529,34.25704682,0,0
1711,Mount Doran,-37.72241,144.04385,20.81451896,24.36061352,81.34056669,0,0
1712,Mount Dryden,-37.04602,142.53271,22.1179417,47.1237448,230.8206677,0,0
1713,Mount Duneed,-38.24917,144.30066,10.98928191,5.679852468,75.60652293,0,0
1714,Mount Eccles,-38.37942,145.97402,12.18411983,10.96057622,108.6976164,0,0
1715,Mount Egerton,-37.655,144.11912,10.98009766,25.31503188,76.17768374,0,0
1716,Mount Eliza,-38.19365,145.09499,2.38027333,6.055549388,43.96437193,0,0
1717,Mount Emu,-37.60048,143.40219,18.92885842,35.53266325,139.244365,0,0
1718,Mount Evelyn,-37.7875,145.38903,4.792843224,7.560116271,37.60298925,0,0
1719,Mount Franklin,-37.26015,144.15804,8.667683979,42.62309062,93.79760047,0,0
1720,Mount Glasgow,-37.20339,143.75853,17.71784385,17.30118967,125.927132,0,0
1721,Mount Helen,-37.62914,143.88637,8.540147735,8.062373535,96.79349518,0,0
1722,Mount Hooghly,-36.91072,143.66115,16.40767133,16.82629578,152.5546427,0,0
1723,Mount Lonarch,-37.27356,143.39036,17.51508833,39.77850503,150.9769927,0,0
1724,Mount Macedon,-37.38988,144.59247,24.18179383,24.20191663,57.16567897,0,0
1725,Mount Major,-36.36939,145.69924,25.82295336,26.68282835,173.256157,0,0
1726,Mount Martha,-38.27378,145.03085,5.603415435,6.909456625,51.65802248,0,0
1727,Mount Mercer,-37.83716,143.87159,30.97105053,27.8902723,95.82992709,0,0
1728,Mount Moriac,-38.21043,144.18971,16.07872938,11.46389445,80.86662671,0,0
1729,Mount Napier,-37.89664,142.06349,18.03945137,17.50392081,254.658975,0,0
1730,Mount Pleasant,-37.58079,143.85515,2.518743944,2.29535149,100.74886,0,0
1731,Mount Prospect,-37.39936,144.05112,10.81372409,24.71940689,92.46844171,0,0
1732,Mount Richmond,-38.15808,141.33571,25.33666899,76.06356887,320.1228737,0,0
1733,Mount Rowan,-37.50056,143.84025,4.543722233,6.816018565,104.6755327,0,0
1734,Mount Sabine,-38.63386,143.74272,35.39742249,15.33550902,140.3275358,0,0
1735,Mount Tassie,-38.38878,146.56034,20.44716494,20.4407351,153.8263952,0,0
1736,Mount Taylor,-37.722,147.57254,12.5323224,12.74574645,229.6613442,0,0
1737,Mount Toolebewong,-37.71534,145.56142,8.125908861,22.65805223,53.76677009,0,0
1738,Mount Wallace,-37.73411,144.20939,14.98933117,31.60017102,66.73687665,0,0
1739,Mount Waverley,-37.87838,145.12845,1.60009646,1.947983849,16.33913367,2,2
1740,Mountain Bay,-37.19828,146.09508,15.6722804,16.135883,121.0308829,0,0
1741,Mountain View,-38.30218,145.86769,15.30204472,16.5325977,96.18438365,0,0
1742,Moutajup,-37.6844,142.2068,16.49991849,17.27570492,242.6711315,0,0
1743,Moyhu,-36.59976,146.37198,27.80142018,27.67638992,183.7584488,0,0
1744,Moyreisk,-36.87841,143.39577,32.71489848,35.91210718,173.0833669,0,0
1745,Moyston,-37.2769,142.74451,16.64895414,78.90335669,204.3798939,0,0
1746,Muckatah,-36.00517,145.64555,32.47856251,47.09775955,209.9327233,0,0
1747,Muckleford,-37.05394,144.15276,5.228442998,34.08428686,110.5435313,0,0
1748,Muckleford South,-37.10578,144.12478,9.603862513,34.78135532,107.8717634,0,0
1749,Mulgrave,-37.92029,145.17259,2.608251306,2.837958873,22.02459021,1,0
1750,Mumbannar,-37.93292,141.10206,45.86744612,83.73611894,339.0641914,0,0
1751,Mundoona,-36.14918,145.35906,17.80007476,25.96354808,188.2666729,0,0
1752,Munro,-37.89841,147.2134,26.11372677,26.73302129,197.8708114,0,0
1753,Muntham,-37.57429,141.54808,12.99701094,45.91261924,301.5490858,0,0
1754,Murchison,-36.62918,145.18683,17.17538164,33.68853447,133.0588548,0,0
1755,Murchison East,-36.61446,145.25021,20.53458808,29.35450212,135.6202727,0,0
1756,Murchison North,-36.56929,145.27819,25.4995972,23.74603827,141.0287501,0,0
1757,Murgheboluc,-38.10025,144.14182,19.70575223,19.17723249,78.72876264,0,0
1758,Murmungee,-36.44877,146.67077,11.17653656,32.64205004,214.3097211,0,0
1759,Murphys Creek,-36.73143,143.74963,20.89235576,35.27413924,161.1147406,0,0
1760,Murra Warra,-36.44532,142.24659,24.63694614,30.33012599,284.7019166,0,0
1761,Murrabit,-35.53706,143.93788,20.87006232,40.70629405,268.983992,0,0
1762,Murrabit West,-35.50948,143.88058,24.10757096,34.68460201,273.6352527,0,0
1763,Murrawee,-35.29899,143.51416,5.990185521,6.171221885,307.9406645,0,0
1764,Murraydale,-35.28173,143.56634,6.604190479,6.662642271,307.7724682,0,0
