,Suburb/Town Name,Postcode,Incidents Recorded,population,lat,lng,Number of Hospitals,Number of Cinemas,Distance to CBD
648,Crowlands,3377,23,89.0,-37.14203,143.11087,0,0,179.57175002790336
649,Croxton East,3301,11,70.0,-37.7758,142.22726,0,0,240.34818922761295
650,Croydon,3136,13118,26946.0,-37.79134000000001,145.2815,1,1,28.14269885971676
651,Croydon Hills,3136,727,4992.0,-37.77437000000001,145.26612,0,0,27.02943852059215
652,Croydon North,3136,1709,7860.0,-37.77379000000001,145.28579,0,0,28.747510524170888
653,Croydon South,3136,1689,4572.0,-37.81565,145.27807,0,0,27.74191690018857
654,Crymelon,3393,4,11.0,-36.15362,142.24458,0,0,303.77238986716327
655,Cudgee,3265,37,238.0,-38.34102,142.65207,0,0,210.58005539725772
656,Cudgewa,3705,23,261.0,-36.15122,147.80885,0,0,313.10196204386006
657,Culgoa,3530,27,101.0,-35.70613,143.12164,0,0,285.8833040723592
658,Culla,3315,4,35.0,-37.23805,141.57426,0,0,305.5098471324442
659,Cullen,3568,6,39.0,-35.78807000000001,144.15374,0,0,236.32029380896617
660,Cullulleraine,3496,32,69.0,-34.18815,141.63835,0,0,501.7262247313924
661,Cundare,3251,1,11.0,-38.14389,143.5934,0,0,125.51576199494994
662,Cundare North,3251,3,9.0,-38.10761,143.55399,0,0,127.75521046891794
663,Curdies River,3268,11,28.0,-38.44468,142.94374,0,0,190.03963023223787
664,Curdievale,3268,26,124.0,-38.52127,142.86656000000005,0,0,199.44632583921634
665,Curlewis,3222,811,1551.0,-38.17733,144.52381,0,0,55.88632868479776
666,Curyo,3483,7,26.0,-35.83848,142.71393,0,0,297.00195611222625
667,Dadswells Bridge,3385,49,71.0,-36.89845,142.498,0,0,240.3411635754821
668,Daisy Hill,3465,66,385.0,-37.11058,143.72171,0,0,134.45573385145246
669,Dales Creek,3341,65,398.0,-37.52186,144.30316000000005,0,0,66.40243574600916
670,Dallas,3047,4000,6810.0,-37.67261,144.93662,0,0,15.70302341459913
671,Dalmore,3981,79,163.0,-38.18675,145.42448000000005,0,0,58.07888713270675
672,Daltons Bridge,3568,15,37.0,-35.82692,144.28175,0,0,228.92937014921617
673,Dalyenong,3477,1,0.0,-36.80624,143.42737,0,0,175.90573548094457
674,Dalyston,3992,329,583.0,-38.56809000000001,145.54399999999995,0,0,98.21387782245382
675,Dandenong,3175,58128,29906.0,-37.98531,145.21389,5,2,29.277619134850347
676,Dandenong North,3175,10678,22451.0,-37.95502000000001,145.21456,0,0,27.235683320224943
677,Dandenong South,3175,7426,160.0,-38.03058,145.21768,0,0,33.02436539372497
678,Dandongadale,3737,15,3.0,-36.83303,146.69447,0,0,187.92883375671582
679,Dargo,3862,156,99.0,-37.32238,147.30201,0,0,213.2856065183707
680,Darley,3340,2752,8372.0,-37.63646,144.42412,0,0,51.21473463258004
681,Darlimurla,3871,4,30.0,-38.39062,146.21222,0,0,126.86935152851956
682,Darlington,3271,51,107.0,-37.97929,143.03153999999995,0,0,170.42836312079405
683,Darnum,3822,288,751.0,-38.18138,146.02276,0,0,101.58056603364956
684,Darraweit Guim,3756,128,402.0,-37.41836,144.86643,0,0,44.61745298631984
685,Darriman,3851,9,12.0,-38.40947,146.95325,0,0,186.40888593189217
686,Dartmoor,3304,66,322.0,-37.8936,141.31134,0,0,320.653518709236
687,Dartmouth,3701,38,104.0,-36.61242,147.62297,0,0,270.7574027630887
688,Dawson,3858,19,37.0,-37.97457,146.6838,0,0,152.13303198986748
689,Daylesford,3460,1559,2548.0,-37.34769,144.14359,1,0,88.73904563439405
690,Dean,3363,27,120.0,-37.45641,143.98663,0,0,94.59269812851771
691,Deans Marsh,3235,60,269.0,-38.40689,143.89954,0,0,114.08593017996961
692,Deddick Valley,3888,8,8.0,-37.04856,148.50798,0,0,324.3720980634488
693,Dederang,3691,63,167.0,-36.47401,147.00343999999996,0,0,234.2517193952786
694,Deep Lead,3385,96,204.0,-36.99858,142.71081,0,0,218.48032650073526
695,Deepdene,3103,577,2035.0,-37.81146,145.06616,0,0,9.12519448790329
696,Deer Park,3023,12350,18126.0,-37.76701,144.77433,0,0,17.269503514331838
697,Delacombe,3356,3854,6297.0,-37.58112,143.80471,0,0,105.04333441483614
698,Delahey,3037,3454,8339.0,-37.71884,144.77851,0,0,19.21253086069758
699,Delatite,3723,7,15.0,-37.12981,146.16281999999995,0,0,130.32550847581436
700,Delburn,3871,30,32.0,-38.33561,146.24626,0,0,126.55653882321971
701,Delegate River,3888,9,27.0,-37.10642,148.81628,0,0,349.0822873499298
702,Denicull Creek,3377,12,27.0,-37.33918,142.92973,0,0,186.68705792270367
703,Denison,3858,139,469.0,-38.03907,146.85283,0,0,167.724093898928
704,Dennington,3280,409,1907.0,-38.35546,142.43105,0,0,229.61475150100094
705,Denver,3461,16,150.0,-37.28589,144.29426,0,0,83.03825756527436
706,Derby,3516,18,17.0,-36.65468,144.03622,0,0,152.61726115017342
707,Dereel,3352,164,533.0,-37.82592,143.75186000000005,0,0,106.33227372115837
708,Dergholm,3312,18,43.0,-37.34073,141.20054,0,0,335.60741549689357
709,Derrinal,3523,47,49.0,-36.89516,144.60422,0,0,106.78614539102135
710,Derrinallum,3325,94,415.0,-37.95939,143.1761,0,0,157.6019666875341
711,Devenish,3726,33,197.0,-36.34172,145.91063,0,0,183.8977932975262
712,Devils River,3714,11,14.0,-37.17211,145.83478,0,0,104.85028871090262
713,Devon Meadows,3977,499,1548.0,-38.16995,145.31614,0,0,50.42366136469677
714,Devon North,3971,50,344.0,-38.53564,146.61417,0,0,165.28043116167535
715,Dewhurst,3808,75,164.0,-37.97683,145.46493999999996,0,0,47.74770586026292
716,Dhurringile,3610,54,445.0,-36.53574,145.21563999999995,0,0,143.7177120978176
717,Diamond Creek,3089,3948,11733.0,-37.66086,145.15223,0,0,23.723024505200435
718,Digby,3309,31,124.0,-37.81347,141.53178,0,0,301.3392424406646
719,Diggers Rest,3427,2055,2763.0,-37.61387,144.70123,0,0,31.851187368310086
720,Diggora,3561,33,94.0,-36.36122,144.53092,0,0,165.83396746970487
721,Dimboola,3414,765,1730.0,-36.38619,142.04862,0,0,303.1645726055671
722,Dingee,3571,75,206.0,-36.37107,144.20925,0,0,173.62403145874157
723,Dingley Village,3172,3220,10320.0,-37.97417,145.12758,0,0,23.110234394281182
724,Dingwall,3579,21,81.0,-35.80866,143.85033,0,0,243.79767212497194
725,Dinner Plain,3898,49,230.0,-37.03318,147.27395,0,0,221.7548734740221
726,Dixie,3265,16,131.0,-38.30594,142.92948,0,0,186.24196211315274
727,Dixons Creek,3775,130,334.0,-37.58431,145.42633999999995,0,0,48.06214148075897
728,Dobie,3377,134,42.0,-37.33219,143.03066,0,0,178.40978559213136
729,Docker,3678,31,120.0,-36.50744,146.36811,0,0,191.2387734755342
730,Dockers Plains,3678,7,54.0,-36.28765,146.338,0,0,208.91843330696307
731,Docklands,3008,18005,10964.0,-37.81803,144.93794,1,1,2.2298650276362793
732,Doctors Flat,3895,2,19.0,-37.30918,147.73664,0,0,250.853482545857
733,Dollar,3871,8,57.0,-38.55762,146.18068,0,0,134.93135838984173
734,Don Valley,3139,159,576.0,-37.73439000000001,145.59205,0,0,56.026228065213296
735,Donald,3480,568,1498.0,-36.30201,143.00728,0,0,241.44458015971358
736,Doncaster East,3109,7316,28360.0,-37.77523,145.16443999999996,0,0,18.23621975385759
737,Donnybrook,3064,556,169.0,-37.54032,144.99276,0,0,30.3685514140413
738,Donvale,3111,2268,12347.0,-37.78639,145.19453,1,0,20.6084136007884
739,Dooboobetic,3478,5,9.0,-36.3774,143.20021,0,0,223.33911926532633
740,Dooen,3401,84,240.0,-36.64101,142.23631,0,0,274.2395752197957
741,Dookie,3646,96,328.0,-36.33259,145.70608,0,0,177.28041229026832
742,Dookie College,3647,11,44.0,-36.3951,145.70309,0,0,170.73605994909855
743,Doreen,3754,6619,21298.0,-37.59818,145.14481999999995,0,0,28.723920251756216
744,Dorodong,3312,16,38.0,-37.31946,141.05346,0,0,348.82510733081045
745,Double Bridges,3893,3,0.0,-37.59603,147.89683,0,0,259.2736477646201
746,Douglas,3409,10,65.0,-37.03833,141.70498,0,0,300.2182860584252
747,Doveton,3177,8339,9358.0,-37.98391,145.24047,0,0,30.978048564740057
748,Dreeite,3249,24,55.0,-38.14773,143.50252,0,0,133.26592304326445
749,Dreeite South,3249,4,30.0,-38.1974,143.47707,0,0,136.99068865824637
750,Driffield,3840,56,85.0,-38.27075,146.31097,0,0,128.6352345854987
751,Drik Drik,3304,3,47.0,-38.00977,141.26286000000005,0,0,325.2669142392397
752,Dromana,3936,4099,5803.0,-38.33175,145.00133,0,1,57.85409110565726
753,Drouin,3818,7445,12349.0,-38.14292,145.84038,0,0,85.29008778428249
754,Drouin East,3818,218,182.0,-38.1203,145.89164,0,0,88.37212692016605
755,Drouin South,3818,199,335.0,-38.18908,145.82355,0,0,86.31096317274307
756,Drouin West,3818,141,330.0,-38.07947,145.86808,0,0,84.79738542872053
757,Drumanure,3636,17,41.0,-36.16497,145.48613999999995,0,0,188.9972213233399
758,Drumborg,3304,107,152.0,-38.10463,141.49722,0,0,305.5059063334996
759,Drumcondra,3215,612,560.0,-38.13016,144.35415,0,0,63.956380426029945
760,Drummartin,3570,10,38.0,-36.4288,144.41213,0,0,161.39221544602756
761,Drummond,3461,60,283.0,-37.24283,144.3085,0,0,85.64167957946127
762,Drummond North,3446,45,187.0,-37.19394000000001,144.31878999999995,0,0,89.16781385747626
763,Drung,3401,98,147.0,-36.76506,142.32177,0,0,261.00023047184067
764,Dry Diggings,3461,6,25.0,-37.297,144.15634,0,0,91.27659831447268
765,Drysdale,3222,1535,4275.0,-38.16921,144.5934,0,0,51.181051215682935
766,Duchembegarra,3409,24,38.0,-36.62422,141.89201,0,0,302.2476236093838
767,Dumbalk,3956,127,413.0,-38.52327,146.10415,0,0,127.33033676131738
768,Dumbalk North,3956,6,95.0,-38.51218,146.1692,0,0,131.10644652848768
769,Dumosa,3527,9,24.0,-35.93887,143.1871,0,0,261.39015257437063
770,Dunach,3371,56,58.0,-37.21849,143.72755,0,0,127.35775665875897
771,Dundonnell,3271,5,46.0,-37.89947,142.97333,0,0,174.8851993963148
772,Dunluce,3472,11,36.0,-36.88498,143.59545,0,0,158.84181588846636
773,Dunneworthy,3377,6,19.0,-37.20228,143.04196000000005,0,0,182.46338826396916
774,Dunnstown,3352,86,244.0,-37.59274,143.97052,0,0,90.6056165851427
775,Dunolly,3472,392,893.0,-36.86619,143.72628999999995,0,0,151.68449989253747
776,Dunrobin,3312,9,73.0,-37.51849,141.38175,0,0,316.83246944987224
777,Durdidwarrah,3342,17,9.0,-37.82269,144.18958,0,0,67.88468711441578
778,Durham Lead,3352,44,392.0,-37.70004,143.90214,0,0,94.03393971039392
779,Durham Ox,3576,15,74.0,-36.12003,143.91175,0,0,210.04937256596762
780,Dutson,3851,24,27.0,-38.18066,147.23519,0,0,203.32823675955044
781,Dutson Downs,3851,18,6.0,-38.20356,147.32474,0,0,211.4968685023859
782,Dutton Way,3305,17,116.0,-38.29124,141.63135,0,0,296.4632750072376
783,Duverney,3323,24,33.0,-38.04077,143.56748000000005,0,0,124.94657558253418
784,Eagle Point,3878,311,1094.0,-37.89804,147.69395,0,0,240.00802465879391
785,Eaglehawk,3556,4007,5691.0,-36.70812,144.26456000000005,0,1,137.43742792889446
786,Eaglehawk North,3556,5,5.0,-36.68996,144.25873,0,0,139.47728045037326
787,Eaglemont,3084,1134,3873.0,-37.76315,145.06512,0,0,10.564102424882437
788,Earlston,3669,9,79.0,-36.53124,145.68178,0,0,156.06648235035516
789,East Bairnsdale,3875,1748,1298.0,-37.85664000000001,147.69145,0,0,239.71729001477567
790,East Bendigo,3550,1774,2092.0,-36.7419,144.31881,0,0,131.94501631072436
791,East Geelong,3219,2644,3862.0,-38.15597,144.38123000000004,0,0,63.66420031455854
792,East Melbourne,3002,7851,4964.0,-37.81542,144.98136,7,0,1.7092811594730581
793,East Sale,3852,8,93.0,-38.10407,147.14061,0,0,193.70922041011656
794,East Wangaratta,3678,16,80.0,-36.36283,146.38005,0,0,204.43021773535196
795,East Warburton,3799,196,864.0,-37.69346,145.79002,0,0,73.96273657474967
796,Eastern View,3231,20,35.0,-38.45336,144.04308999999995,0,0,107.44110597435554
797,Eastville,3463,5,24.0,-36.87475,143.95277,0,0,137.23506178042925
798,Eastwood,3875,677,2766.0,-37.81306,147.63433999999995,0,0,234.7211704852636
799,Ebden,3691,44,136.0,-36.15905,147.03622,0,0,260.2348897864655
800,Echuca,3564,14216,14043.0,-36.15495,144.75711,1,1,185.19479480520934
801,Echuca Village,3564,203,540.0,-36.14199,144.81696000000005,0,0,186.18515727689322
802,Echuca West,3564,56,425.0,-36.17745,144.66965,0,0,183.64215783831176
803,Ecklin South,3265,46,188.0,-38.38598,142.89702,0,0,191.63978917594824
804,Eden Park,3757,234,1204.0,-37.48769,145.07067,0,0,37.34174017243061
805,Edenhope,3318,244,946.0,-37.0652,141.30776,1,0,333.1542984655342
806,Edgecombe,3444,35,94.0,-37.18459,144.46167,0,0,82.60257541551924
807,Edi,3678,14,75.0,-36.65004,146.40707,0,0,181.8340276539225
808,Edi Upper,3678,7,92.0,-36.74349,146.52518999999995,0,0,182.33593711687948
809,Edithvale,3196,1971,5806.0,-38.03779,145.11503000000005,0,0,28.42177965873414
810,Eganstown,3461,51,203.0,-37.36257,144.09353000000004,0,0,91.43946798726327
811,Eildon,3713,620,974.0,-37.37082,146.01809,0,0,105.1855305312879
812,Elaine,3334,115,228.0,-37.76442,144.00896,0,0,83.94302853440934
813,Eldorado,3746,68,385.0,-36.31328,146.55393,0,0,218.4659675323085
814,Elevated Plains,3461,7,37.0,-37.29787,144.1322,0,0,92.88255060150516
815,Elingamite,3266,4,55.0,-38.3685,143.00958,0,0,181.73068019792007
816,Elingamite North,3266,14,78.0,-38.35069,142.98797,0,0,182.8721796846925
817,Ellaswood,3875,18,185.0,-37.77943,147.56686000000005,0,0,228.8752871677029
818,Ellerslie,3265,37,147.0,-38.12511,142.65692,0,0,205.0536016224638
819,Elliminyt,3250,661,2900.0,-38.37088,143.57825,0,0,136.113249597978
820,Ellinbank,3821,55,236.0,-38.25283,145.92963,0,0,97.86050030043583
821,Elmhurst,3469,73,183.0,-37.16859,143.26085,0,0,166.305551858111
822,Elmore,3558,496,776.0,-36.46749000000001,144.57182,0,0,153.49582191041776
823,Elphinstone,3448,240,555.0,-37.07618,144.3555,0,0,97.82932250726668
824,Elsternwick,3185,5247,10349.0,-37.8868,145.00653,2,1,9.143029644458567
825,Eltham,3095,6201,18314.0,-37.71466,145.1633,0,0,20.742419174135623
826,Eltham North,3095,1078,6805.0,-37.69772,145.1418,0,0,20.287040021843307
827,Elwood,3184,7392,15543.0,-37.88102,144.98575,1,0,7.907205789516327
828,Emerald,3782,1580,5778.0,-37.93245,145.43443,0,0,43.540105447341006
829,Emu,3475,20,32.0,-36.73278,143.44186000000005,0,0,180.30102256871515
830,Emu Creek,3551,32,359.0,-36.85137,144.34751,0,0,119.88712845823267
831,Endeavour Hills,3802,9472,24294.0,-37.9689,145.25585,0,0,31.0899869786768
832,Enfield,3352,128,538.0,-37.7531,143.78841,0,0,103.3722507570116
833,Englefield,3407,4,23.0,-37.32502,141.81482,0,0,282.6327348242533
834,Enochs Point,3723,2,0.0,-37.41916,146.11386000000005,0,0,110.45123990042296
835,Ensay,3895,30,109.0,-37.38532,147.82634,0,0,256.7407393614602
836,Ensay North,3895,1,23.0,-37.29532,147.86219,0,0,262.0085770542514
837,Eppalock,3551,137,685.0,-36.85419,144.46266,0,0,115.33803919226308
838,Epping,3076,24906,32395.0,-37.64299000000001,145.01026000000005,1,1,19.300273993616766
839,Epsom,3551,1987,4325.0,-36.70132,144.3129,0,0,136.25570497625384
840,Ercildoune,3352,11,70.0,-37.4176,143.58811,0,0,128.7511073932777
841,Erica,3825,119,191.0,-37.97627,146.37904,0,0,125.64581099036695
842,Eskdale,3701,48,242.0,-36.52137000000001,147.22848,0,0,246.82610970473826
843,Esmond,3730,4,9.0,-36.06227,146.18412,0,0,222.8443108267014
844,Essendon,3040,10516,20596.0,-37.74923,144.91226,1,0,8.283454880794583
845,Essendon Fields,3041,1672,0.0,-37.72436,144.90355,0,0,11.0642197276309
846,Essendon North,3041,1594,2987.0,-37.73953,144.90134,0,0,9.710143929481564
847,Essendon West,3040,430,1439.0,-37.75489,144.88375,0,0,9.40653230087026
848,Eumemmerring,3177,1944,1948.0,-37.9979,145.24444,0,0,32.22446562707156
849,Eurack,3251,1,65.0,-38.15073,143.72892,0,0,114.45801762395678
850,Eureka,3350,454,626.0,-37.56479,143.88226,0,0,98.9419087418013
851,Euroa,3666,1260,3275.0,-36.77292,145.55982,1,1,127.09335452023053
852,Eurobin,3739,28,212.0,-36.63652,146.84659,0,0,211.95877038950871
853,Evansford,3371,83,131.0,-37.26217000000001,143.65069,0,0,130.83076226642467
854,Eversley,3377,9,10.0,-37.20148,143.17657,0,0,171.5343057729111
855,Everton,3678,58,203.0,-36.44291,146.55243000000004,0,0,207.50574767737422
856,Everton Upper,3678,51,158.0,-36.37691,146.57018,0,0,214.03528225469597
857,Exford,3338,104,107.0,-37.72799000000001,144.54803,0,0,37.60134043614061
858,Eynesbury,3338,419,2577.0,-37.79118,144.53318000000004,0,0,37.774742484595045
859,Fairbank,3951,3,41.0,-38.40426,145.93194,0,0,107.37281962833232
860,Fairfield,3078,4160,6558.0,-37.7844,145.01428,1,0,5.525864099087961
861,Fairhaven,3231,88,296.0,-38.45503,144.08237,0,0,105.02080381318866
862,Fairley,3579,8,15.0,-35.68431,143.8161,0,0,257.71858102632467
863,Fairy Dell,3561,24,80.0,-36.32845,144.72338,0,0,166.3594169145245
864,Falls Creek,3699,3,293.0,-36.87898,147.24275,0,0,226.72885311956415
865,Faraday,3451,64,158.0,-37.05291,144.29723,0,0,102.85689828401733
866,Fawcett,3714,21,60.0,-37.10321,145.71973,0,0,103.38106644564367
867,Fawkner,3060,7429,14043.0,-37.70487,144.96982,0,0,11.971116784885075
868,Fentons Creek,3518,3,24.0,-36.55704,143.53059,0,0,188.59569091668592
869,Ferguson,3237,10,19.0,-38.62301,143.51163,0,0,155.5160667612223
870,Fern Hill,3458,9,104.0,-37.36887,144.40851999999995,0,0,69.37270377592465
871,Fernbank,3864,87,152.0,-37.86388,147.32679,0,0,207.71401452443314
872,Ferndale,3821,16,37.0,-38.30869000000001,145.94034,0,0,101.87191549187807
873,Fernihurst,3518,6,20.0,-36.22886,143.86151,0,0,201.37584212788573
874,Fernshaw,3778,5,0.0,-37.60936,145.64643,0,0,64.27570014401391
875,Ferntree Gully,3156,12286,26428.0,-37.88618,145.28207,0,0,29.252592777185306
876,Ferny Creek,3786,282,1518.0,-37.87549,145.33421,0,0,33.40367023201275
877,Fiery Flat,3518,5,25.0,-36.41257,143.81713,0,0,185.8404719157546
878,Fingal,3939,255,529.0,-38.41964,144.8569,0,0,68.15251784410464
879,Fish Creek,3959,166,827.0,-38.72676,146.06902,0,0,140.25781109934078
880,Fish Point,3585,7,15.0,-35.44308,143.73555,0,0,285.2828577670124
881,Fiskville,3342,17,19.0,-37.68232,144.22795,0,0,66.16526874256957
882,Fitzroy,3065,20256,10445.0,-37.80092,144.97919,3,0,1.9554108044883578
883,Fitzroy North,3068,8990,12339.0,-37.78356,144.98573000000005,0,0,3.807873778837513
884,Flaggy Creek,3875,18,99.0,-37.75243,147.48049,0,0,221.3984404478484
885,Flagstaff,3465,41,87.0,-37.04736,143.7772,0,0,134.85386239773192
886,Flamingo Beach,3851,3,0.0,-38.26939,147.31299,0,0,212.0330578950497
887,Flemington,3031,9985,7719.0,-37.78728,144.92154,0,0,4.538607851803891
888,Flinders,3929,380,905.0,-38.4554,144.97397,0,0,71.50962255687588
889,Flora Hill,3550,1716,3955.0,-36.78252,144.296,0,0,128.7891426112207
890,Flynn,3844,87,180.0,-38.19686,146.67805,0,0,156.28881388032102
891,Flynns Creek,3844,11,9.0,-38.25448,146.63236,0,0,154.30711559021262
892,Footscray,3011,22328,16345.0,-37.80083,144.89789,6,0,5.801335451474679
893,Forbes,3764,45,126.0,-37.31432,144.88898999999995,0,0,55.75557373961863
894,Forest Hill,3131,4576,10626.0,-37.84138,145.17103,2,1,18.615177939109167
895,Forge Creek,3875,86,276.0,-37.92801,147.6393,0,0,235.32512388681204
896,Forrest,3236,126,230.0,-38.51207,143.69366000000005,0,0,135.48005424121646
897,Foster,3960,533,1842.0,-38.67585,146.20871,1,0,145.14297421402628
898,Foster North,3960,23,165.0,-38.61185,146.16717,0,0,137.78189877867155
899,Fosterville,3557,31,63.0,-36.69593,144.47533,0,0,131.40990254016089
900,Foxhow,3323,16,19.0,-38.05449,143.47558,0,0,133.13687488284282
901,Framlingham,3265,96,158.0,-38.26636,142.68706,0,0,205.54420456956046
902,Framlingham East,3265,2,21.0,-38.19918,142.71231,0,0,201.76608690913434
903,Franklinford,3461,15,66.0,-37.24042,144.09857,0,0,99.22685666457275
904,Frankston,3199,56543,36097.0,-38.15088,145.14145,8,3,40.785129230129655
905,Frankston North,3200,6576,5762.0,-38.12663,145.16064,0,0,39.03137936549068
906,Frankston South,3199,4610,18199.0,-38.17676,145.12958999999995,0,0,43.08956683195583
907,Freeburgh,3741,25,110.0,-36.7726,147.05918,0,0,218.56616256643312
908,Frenchmans,3384,11,13.0,-36.9974,143.20848,0,0,179.46600656345126
909,Freshwater Creek,3217,135,414.0,-38.27019,144.24815,0,0,80.6396712735271
910,Fryerstown,3451,39,228.0,-37.13952000000001,144.25837,0,0,97.24208849476256
911,Fulham,3851,196,951.0,-38.08259,146.96751,0,0,178.37390605577056
912,Fumina,3825,9,11.0,-37.91064,146.08799,0,0,99.42467285794
913,Fumina South,3825,8,67.0,-37.95478,146.13046,0,0,103.73569418226482
914,Fyans Creek,3381,13,38.0,-37.09274,142.57918999999995,0,0,225.05924621674075
915,Fyansford,3218,502,196.0,-38.1261,144.29138999999995,0,0,68.37905475667279
916,Gaffneys Creek,3723,13,10.0,-37.48157,146.27952,0,0,121.66479077785812
917,Gainsborough,3822,6,45.0,-38.22582,145.9764,0,0,100.02641410328044
918,Gannawarra,3568,18,94.0,-35.71713,144.14665,0,0,244.04233986634262
919,Gapsted,3737,41,173.0,-36.50428,146.6999,0,0,211.81204196834256
920,Gardenvale,3185,451,1006.0,-37.89817,145.00885,0,0,10.379958210591065
921,Garfield,3814,531,1786.0,-38.1011,145.66968,0,0,69.83719051121531
922,Garfield North,3814,55,194.0,-38.04203,145.68465,0,0,68.31082218014411
923,Garibaldi,3352,15,123.0,-37.73074,143.85853999999995,0,0,97.43725532808715
924,Garvoc,3265,109,243.0,-38.28612,142.81228000000004,0,0,195.48923767747473
925,Gateway Island,3691,35,10.0,-36.09485,146.89677,0,0,256.9313763129185
926,Gatum,3407,3,29.0,-37.38908,141.94857,0,0,269.6287114587002
927,Gazette,3289,10,43.0,-37.91509,142.15562,0,0,246.6398772837663
928,Geelong,3220,23799,5210.0,-38.14815,144.36296000000004,5,1,64.446732006728
929,Geelong West,3218,6319,6966.0,-38.13905,144.34492,0,0,65.17527744256617
930,Gelantipy,3885,1,20.0,-37.1921,148.2355,0,0,296.8486782148996
931,Gellibrand,3239,83,210.0,-38.52819,143.5653,0,0,145.76987319384014
932,Gellibrand Lower,3237,13,13.0,-38.71582,143.22341,0,0,182.0383946182364
933,Gelliondale,3971,10,31.0,-38.62459000000001,146.60116000000005,0,0,169.27492685237547
934,Gembrook,3783,806,2350.0,-37.94035,145.63822,0,0,61.00945636355401
935,Genoa,3891,44,55.0,-37.48871,149.5413,0,0,404.69196269710056
936,Gentle Annie,3833,37,0.0,-37.94744,145.8364,0,0,78.1733336164472
937,Georges Creek,3700,19,62.0,-36.1533,147.25756,0,0,274.93291633792586
938,Gerahmin,3546,4,21.0,-35.18103,142.79555,0,0,350.8606279191184
939,Gerang Gerung,3418,51,69.0,-36.37354000000001,141.86428,0,0,317.9358355371862
940,Gerangamete,3249,33,105.0,-38.45394,143.70331000000004,0,0,131.20256427835997
941,Germania,3387,1,12.0,-36.97662,142.75847,0,0,215.7223206049766
942,Gerrigerrup,3289,1,33.0,-37.9857,142.20039,0,0,243.0944302878738
943,Gherang,3240,25,370.0,-38.31109,144.10633,0,0,93.225415340238
944,Gheringhap,3331,71,155.0,-38.07588,144.22963,0,0,70.61284519664369
945,Ghin Ghin,3717,16,41.0,-37.15046,145.35203,0,0,81.23830142677397
946,Giffard,3851,33,52.0,-38.39059,147.10523999999995,0,0,198.22199298646908
947,Giffard West,3851,30,71.0,-38.38177,146.99741,0,0,189.00163151983188
948,Gil Gil,3480,7,12.0,-36.32204,143.0349,0,0,238.11878539388871
949,Gilderoy,3797,20,65.0,-37.86365,145.71432,0,0,66.2858150046586
950,Gillieston,3616,23,60.0,-36.33573,145.20468,0,0,165.59621345686497
951,Gipsy Point,3891,3,19.0,-37.48714,149.69083999999995,0,0,417.82210754798086
952,Girgarre,3624,232,561.0,-36.39091,144.94186000000005,0,0,158.06887136332003
953,Girgarre East,3616,45,121.0,-36.45491,145.06833,0,0,151.23439932090182
954,Gisborne,3437,3036,8999.0,-37.50673,144.57153,0,0,48.35474641423198
955,Gisborne South,3437,243,799.0,-37.54882,144.62919,0,0,41.449566799866595
956,Gladfield,3575,3,24.0,-36.0591,143.94947,0,0,214.72930729395767
957,Gladstone Park,3043,4007,8338.0,-37.69259,144.89596,0,0,14.539057012013005
958,Gladysdale,3797,66,444.0,-37.84056,145.64243000000005,0,0,59.81857440598157
959,Glen Alvie,3979,27,165.0,-38.50038,145.65085,0,0,97.3514328524487
960,Glen Creek,3691,10,54.0,-36.43712,146.93761,0,0,232.48540186299323
961,Glen Forbes,3990,45,106.0,-38.44891,145.52525,0,0,86.22303728256661
962,Glen Huntly,3163,2415,5040.0,-37.89224,145.04113,0,0,11.260586601031434
963,Glen Iris,3146,7470,25268.0,-37.85619000000001,145.06763,0,0,10.456035900645984
964,Glen Park,3352,84,103.0,-37.50756,143.92218,0,0,97.62942567588118
965,Glen Valley,3898,5,18.0,-36.90918,147.51551,0,0,246.98353698264046
966,Glen Waverley,3150,14343,40327.0,-37.88232,145.17162,2,1,19.958430036307035
967,Glen Wills,3898,1,0.0,-36.83563,147.48067,0,0,247.7469919257204
968,Glenaire,3238,20,28.0,-38.74786,143.48537,0,0,165.64598888589347
969,Glenaladale,3864,30,61.0,-37.74739,147.2979,0,0,205.38716885161435
970,Glenalbyn,3517,19,19.0,-36.48968,143.72025,0,0,183.70362038792365
971,Glenaroua,3764,54,154.0,-37.11189,144.96102,0,0,77.88925058773312
972,Glenbrae,3352,11,30.0,-37.34806,143.55556,0,0,134.28331680333912
973,Glenburn,3717,154,415.0,-37.40758,145.42705,0,0,60.84314612503087
974,Glendaruel,3363,7,52.0,-37.3466,143.7296,0,0,120.34121715169127
975,Glendonald,3364,9,11.0,-37.36068,143.8446,0,0,110.55110527254027
976,Glenfalloch,3858,1,0.0,-37.69304,146.61175,0,0,145.62007842805116
977,Glenfyne,3266,18,135.0,-38.41311,143.01265,0,0,183.1789311602686
978,Glengarry,3854,288,1084.0,-38.12369,146.63821000000004,0,0,150.93384209959552
979,Glengarry North,3854,45,192.0,-38.08727,146.55885,0,0,143.28719626536008
980,Glengarry West,3854,35,122.0,-38.12169,146.50999,0,0,139.96474125473298
981,Glengower,3370,6,13.0,-37.21047,143.86809,0,0,117.4459727067255
982,Glenhope,3444,22,76.0,-37.07425,144.60877,0,0,87.8081129400011
983,Glenhope East,3522,21,30.0,-37.07361,144.69756999999996,0,0,85.40540167488575
984,Glenisla,3314,13,16.0,-37.24235,142.23275,0,0,248.89762774298802
