,Suburb/Town Name,Postcode,Incidents Recorded,population,lat,lng,Number of Hospitals,Number of Cinemas,Distance to CBD
2159,Sebastopol,3356,8569,10032.0,-37.60216,143.83422,0,0,101.95267945247792
2160,Seddon,3011,2208,5123.0,-37.80646,144.8922,0,0,6.192341136634493
2161,Sedgwick,3551,66,546.0,-36.89748,144.31946000000005,0,0,116.52136333294884
2162,Selby,3159,274,1652.0,-37.91764000000001,145.37693000000004,0,0,38.234713305988016
2163,Selwyn,3737,7,0.0,-37.06407,146.99993,0,0,198.20649612514163
2164,Separation Creek,3234,11,19.0,-38.59891,143.87311,0,0,129.25102124977207
2165,Serpentine,3517,165,192.0,-36.43575,143.9678,0,0,176.64700937922888
2166,Serviceton,3420,61,120.0,-36.38937,141.02632,0,0,383.2096573370459
2167,Seville,3139,741,2378.0,-37.79813,145.47412,0,0,44.99457560480201
2168,Seville East,3139,165,797.0,-37.78259,145.50328000000005,0,0,47.64872641013131
2169,Seymour,3660,8636,6327.0,-37.03117,145.16128999999995,1,0,88.62455820267624
2170,Shady Creek,3821,72,180.0,-38.10018,146.08209,0,0,103.26214248714001
2171,She Oaks,3331,25,107.0,-37.89608,144.15229,0,0,71.72177313829494
2172,Sheans Creek,3666,2,33.0,-36.77307,145.65216,0,0,130.68684660318635
2173,Sheep Hills,3392,14,28.0,-36.35477,142.54928999999996,0,0,268.47108936801294
2174,Shelbourne,3515,80,452.0,-36.8376,144.05299,0,0,134.95312594990048
2175,Shelford,3329,60,253.0,-37.96628,143.93991,0,0,91.33614676556337
2176,Shelley,3701,7,7.0,-36.20019,147.55875,0,0,292.0276392008572
2177,Shepherds Flat,3461,48,66.0,-37.2737,144.10205,0,0,96.64245850523915
2178,Shepparton,3630,40284,31197.0,-36.37339,145.39238999999995,2,1,164.49065554627865
2179,Shepparton East,3631,454,1138.0,-36.39956,145.48175,0,0,163.71048279736286
2180,Shepparton North,3631,412,1033.0,-36.32145,145.38492,0,0,169.9694126250797
2181,Sherbrooke,3789,83,265.0,-37.89046,145.35764,0,0,35.78142239685483
2182,Shoreham,3916,166,608.0,-38.4269,145.02879,0,0,68.58043952079588
2183,Sidonia,3444,2,13.0,-37.16349,144.56258,0,0,80.30912799607135
2184,Silvan,3795,410,1246.0,-37.83201,145.43698999999995,0,0,41.7523033936124
2185,Silverleaves,3922,72,211.0,-38.4533,145.28008,0,0,76.49698276411195
2186,Simpson,3266,113,569.0,-38.51045,143.2389,0,0,169.49048232631907
2187,Simpsons Creek,3888,4,38.0,-37.76752000000001,148.36543,0,0,299.069780811341
2188,Simson,3465,23,69.0,-36.9949,143.77438,0,0,138.82298426363496
2189,Skenes Creek,3233,63,164.0,-38.71194000000001,143.71164,0,0,148.08037127849386
2190,Skenes Creek North,3233,11,16.0,-38.69247,143.71594,0,0,146.35823123333984
2191,Skibo,3260,6,65.0,-38.20619,143.12835,0,0,166.53201350682778
2192,Skinners Flat,3518,17,26.0,-36.3539,143.58293999999995,0,0,203.14868134049752
2193,Skipton,3361,172,586.0,-37.68884,143.33873,0,0,143.40079834251242
2194,Skye,3977,2972,8096.0,-38.10448,145.21337,0,0,39.23806991065451
2195,Slaty Creek,3477,13,37.0,-36.53927,143.29981999999995,0,0,204.28343826840998
2196,Smeaton,3364,61,231.0,-37.30589000000001,143.9645,0,0,104.43668047542731
2197,Smiths Beach,3922,177,226.0,-38.50082,145.25451,0,0,80.70395046285688
2198,Smiths Gully,3760,32,369.0,-37.62824000000001,145.28914,0,0,35.29358194179468
2199,Smokeytown,3364,4,31.0,-37.39895,143.92238,0,0,102.49379539266315
2200,Smoko,3741,9,46.0,-36.82196,147.06696000000005,0,0,216.2530999243108
2201,Smythes Creek,3351,329,1467.0,-37.60325,143.76836,0,1,107.57322697094584
2202,Smythesdale,3351,388,1032.0,-37.64485,143.67506,0,0,114.72803490565947
2203,Snake Valley,3351,238,743.0,-37.61307,143.59493999999995,0,0,122.30210446092585
2204,Soldiers Hill,3350,2314,2803.0,-37.55129,143.85823,0,0,101.40256934359105
2205,Somers,3927,451,1667.0,-38.38073,145.16033000000004,0,0,65.53230615884019
2206,Somerton,3062,1840,0.0,-37.63373,144.95445,0,0,19.875175680045214
2207,Somerville,3912,4416,11336.0,-38.23152,145.20366,0,0,51.17942171013971
2208,Sorrento,3943,1358,1592.0,-38.34374,144.74302,0,1,62.125194382697096
2209,South Dudley,3995,341,461.0,-38.59417,145.575,0,0,102.09563924263435
2210,South Geelong,3220,2463,993.0,-38.16788,144.36074,0,1,65.89197230397798
2211,South Kingsville,3015,616,1947.0,-37.8295,144.86967,0,0,8.355590701098235
2212,South Melbourne,3205,17188,10920.0,-37.83398,144.95629,1,0,2.4606781319971924
2213,South Morang,3752,8930,24060.0,-37.63733,145.08291,0,0,22.166328119277043
2214,South Purrumbete,3260,24,109.0,-38.3487,143.20776999999995,0,0,164.7370825371812
2215,South Wharf,3006,1645,106.0,-37.82533,144.95192,0,0,1.705399504628185
2216,South Yarra,3141,20185,25147.0,-37.83822,144.99138,0,4,3.8462655521538185
2217,Southbank,3006,24133,18709.0,-37.82535,144.95917,0,1,1.4697458427405137
2218,Southern Cross,3283,11,117.0,-38.28895,142.40795,0,0,229.84748594347406
2219,Spargo Creek,3461,30,36.0,-37.48976,144.14356,0,0,80.51194564666766
2220,Speed,3488,25,78.0,-35.40764,142.42425,0,0,350.4229553941174
2221,Spotswood,3015,2216,2604.0,-37.83064,144.88628,0,0,6.978850448277878
2222,Spring Gully,3550,784,3000.0,-36.79967,144.28598,0,0,127.50675172112567
2223,Spring Hill,3444,41,198.0,-37.29716,144.34596000000005,0,0,78.9537749753198
2224,Springbank,3352,41,111.0,-37.51831,144.06604,0,0,85.39616124703328
2225,Springdallah,3351,11,26.0,-37.74887,143.63114,0,0,117.19903866225575
2226,Springfield,3434,52,181.0,-37.32994,144.81708999999995,0,0,55.148363532553695
2227,Springhurst,3682,195,348.0,-36.2117,146.45228,0,0,221.76074148809687
2228,Springmount,3364,21,181.0,-37.41354000000001,143.93285,0,0,100.93919177785725
2229,Springvale,3171,16695,21714.0,-37.94412,145.16191,1,0,22.838511684703242
2230,Springvale South,3172,5054,12768.0,-37.97179000000001,145.14578999999995,0,0,23.948801153589535
2231,St Albans,3021,29670,37309.0,-37.74814,144.80518999999995,3,0,15.544291946577886
2232,St Albans Park,3219,1666,4843.0,-38.19096,144.39042,0,0,65.4445490750365
2233,St Andrews,3761,225,1226.0,-37.57873,145.28774,0,0,38.66331768928947
2234,St Andrews Beach,3941,260,889.0,-38.41947,144.83142,0,0,68.47105527628376
2235,St Arnaud,3478,1438,2193.0,-36.62,143.25853,1,0,200.84221256031208
2236,St Arnaud East,3477,36,81.0,-36.62773,143.32487,0,0,195.88386772727478
2237,St Arnaud North,3477,12,44.0,-36.5923,143.16933999999995,0,0,208.84938927332593
2238,St Clair,3995,13,49.0,-38.58398,145.64857,0,0,104.68015863264958
2239,St Germains,3620,39,75.0,-36.20509000000001,145.15428,0,0,179.53179603401523
2240,St Helena,3088,637,2923.0,-37.68984,145.12868999999995,0,0,19.991106229429427
2241,St Helens,3285,2,47.0,-38.25486,142.06083,0,0,258.82527460465815
2242,St Helens Plains,3401,26,42.0,-36.77555,142.45404,0,0,250.03042187198835
2243,St James,3727,51,132.0,-36.25733,145.88343999999995,0,0,191.26628478536148
2244,St Kilda,3182,33951,20230.0,-37.86423,144.98148,0,1,6.008374956240776
2245,St Kilda East,3183,5100,13101.0,-37.86798,145.00072,1,0,7.0450358339444765
2246,St Kilda West,3182,2288,3162.0,-37.85845,144.97118999999995,0,0,5.183770921739134
2247,St Leonards,3223,1253,2480.0,-38.17757,144.68027,0,0,47.537622743935344
2248,Staceys Bridge,3971,20,34.0,-38.55694,146.51326,0,0,158.8374450897711
2249,Staffordshire Reef,3351,30,45.0,-37.73368,143.68886,0,0,112.26656787307147
2250,Staghorn Flat,3691,28,293.0,-36.24004,146.94125,0,0,247.83861624350806
2251,Stanhope,3623,389,828.0,-36.46267,144.98186,0,0,150.08916408988546
2252,Stanley,3747,46,364.0,-36.38787,146.77777,0,0,225.85209591386607
2253,Staughton Vale,3340,30,98.0,-37.84701,144.25335,0,0,62.38224592011362
2254,Stavely,3379,2,37.0,-37.60887,142.62441,0,0,206.89280197629245
2255,Stawell,3380,4922,6032.0,-37.04456,142.75852,1,0,212.49304755368505
2256,Steels Creek,3775,34,225.0,-37.5809,145.38189,0,0,45.00402685614788
2257,Steiglitz,3331,29,53.0,-37.86669000000001,144.19134,0,0,67.9691526233467
2258,Stewarton,3725,30,116.0,-36.41617,145.80258,0,0,172.20126147644368
2259,Stockdale,3862,28,55.0,-37.82552,147.19541,0,0,196.15509389324413
2260,Stockyard Hill,3373,26,49.0,-37.54542,143.29355,0,0,149.82509604459298
2261,Stonehaven,3218,35,81.0,-38.12252,144.22534,0,0,73.23123341782728
2262,Stoneleigh,3373,9,45.0,-37.59194,143.22645,0,0,154.66683009914743
2263,Stony Creek,3957,83,281.0,-38.59319,146.09383,0,0,131.5822114145393
2264,Stonyford,3260,29,51.0,-38.33151,143.31091,0,0,155.6533503913971
2265,Stradbroke,3851,69,172.0,-38.27302,147.0401,0,0,189.02482774690864
2266,Strangways,3461,12,87.0,-37.14422,144.09671,0,0,106.55263663498955
2267,Stratford,3862,803,2617.0,-37.94614,147.11646000000005,0,0,189.64470347140224
2268,Strath Creek,3658,91,164.0,-37.24674,145.22992,0,0,67.17644098686499
2269,Strathallan,3622,69,144.0,-36.26213,144.76511000000005,0,0,173.26424438207627
2270,Strathbogie,3666,48,304.0,-36.87725,145.75371,0,0,125.32398550090751
2271,Strathdale,3550,2026,5663.0,-36.76685,144.31576,0,0,129.5625586199458
2272,Strathdownie,3312,47,183.0,-37.74061,141.11735,0,0,337.99901438249265
2273,Strathewen,3099,41,178.0,-37.53633,145.27347,0,0,41.13567243377826
2274,Strathfieldsaye,3551,989,5428.0,-36.80415,144.36316000000005,0,0,123.99950883155277
2275,Strathkellar,3301,12,93.0,-37.70175,142.11604,0,0,250.51274339142196
2276,Strathlea,3364,10,24.0,-37.15049000000001,143.97437,0,0,114.08478667642268
2277,Strathmerton,3641,415,1052.0,-35.9077,145.44076,0,0,216.02355492880844
2278,Strathmore,3041,3105,8419.0,-37.73017,144.91823,0,0,9.926206685505651
2279,Strathmore Heights,3041,334,1004.0,-37.71392,144.89651,0,0,12.379904790060937
2280,Streatham,3351,19,156.0,-37.62341,143.09618,0,0,165.4772174002132
2281,Strzelecki,3950,19,89.0,-38.33992,145.89831999999996,0,0,100.76649739261983
2282,Stuart Mill,3477,31,79.0,-36.79317,143.28068000000005,0,0,186.9869837295412
2283,Sugarloaf,3234,6,14.0,-38.69009000000001,143.79717,0,0,140.98187605694193
2284,Sugarloaf Creek,3658,51,244.0,-37.12373,145.02637,0,0,76.78116980045985
2285,Suggan Buggan,3885,41,0.0,-36.91638,148.33876,0,0,314.5712128550913
2286,Sulky,3352,50,232.0,-37.45896,143.86177,0,0,104.57134150327505
2287,Summerlands,3922,34,0.0,-38.50799,145.13456000000005,0,0,78.80279333991732
2288,Sunbury,3429,19519,36084.0,-37.55337,144.70645,1,1,36.554787047914985
2289,Sunday Creek,3658,95,309.0,-37.25573,145.0432,0,0,62.30469706985224
2290,Sunderland Bay,3922,94,234.0,-38.50486,145.27603,0,0,81.74200271645172
2291,Sunset Strip,3922,163,427.0,-38.49458,145.26705,0,0,80.40314589283606
2292,Sunshine,3020,24660,9768.0,-37.78977,144.83105,0,1,11.80129805403935
2293,Sunshine North,3020,9291,11700.0,-37.7628,144.83507,0,0,12.464269242056007
2294,Sunshine West,3020,9999,18580.0,-37.79922,144.8113,0,0,13.345432636033506
2295,Surf Beach,3922,200,533.0,-38.50963,145.2904,0,0,82.66904801869106
2296,Surrey Hills,3127,3263,13605.0,-37.82528,145.09957,0,0,12.143705534558716
2297,Sutherland,3477,5,22.0,-36.53355,143.19818,0,0,211.2994174392174
2298,Sutherlands Creek,3331,55,108.0,-38.01257,144.22008,0,0,68.81236818933058
2299,Sutton,3530,1,3.0,-35.73289000000001,142.97356000000005,0,0,291.2596042913581
2300,Sutton Grange,3448,28,132.0,-36.98805,144.36521000000005,0,0,105.75037796082749
2301,Swan Bay,3225,19,59.0,-38.23143,144.64733,0,0,54.15294797526686
2302,Swan Hill,3585,11691,10905.0,-35.36213,143.52343,1,1,301.21056239869597
2303,Swan Hill West,3585,7,4.0,-35.3699,143.39803999999995,0,0,305.3789528824007
2304,Swan Island,3225,2,0.0,-38.24881,144.68203,0,0,54.38529200185383
2305,Swan Marsh,3249,41,121.0,-38.3731,143.34555,0,0,154.61049990561116
2306,Swan Reach,3903,237,751.0,-37.81545,147.87418,0,0,255.7839046081298
2307,Swanpool,3673,32,207.0,-36.72843,145.99993999999995,0,1,151.51546919229648
2308,Swanwater,3477,1,18.0,-36.53934,143.10416999999995,0,0,217.10704404450158
2309,Swanwater West,3480,1,14.0,-36.52065,143.01738,0,0,224.3342128863028
2310,Swifts Creek,3896,76,278.0,-37.24958,147.70628,0,0,249.91609228636412
2311,Sydenham,3037,4490,10838.0,-37.69612,144.76862,0,0,21.37713108762713
2312,Sylvaterre,3575,4,17.0,-36.07732,144.22732,0,0,203.68236389685964
2313,Tabilk,3607,79,131.0,-36.8552,145.17477,0,0,108.0768973586619
2314,Tabor,3289,7,39.0,-37.8309,142.19375,0,0,243.1759392815327
2315,Taggerty,3714,129,328.0,-37.34914000000001,145.71801000000005,0,0,84.18967903284485
2316,Tahara,3301,9,36.0,-37.74123,141.71732,0,0,285.29193273086
2317,Tahara Bridge,3315,1,20.0,-37.68216,141.6504,0,0,291.53873735164575
2318,Tahara West,3310,2,21.0,-37.73739000000001,141.63396,0,0,292.63390928264437
2319,Talbot,3371,185,442.0,-37.18173,143.69673,0,0,131.84104406787895
2320,Talgarno,3691,36,219.0,-36.06479,147.16013999999996,0,0,275.5126794283806
2321,Tallandoon,3701,18,79.0,-36.41181,147.2346,0,0,254.64713457280806
2322,Tallangatta,3700,445,1082.0,-36.23537,147.18528999999995,1,0,263.9837809145709
2323,Tallangatta East,3700,2,56.0,-36.21632,147.28218,0,0,271.87012193069074
2324,Tallangatta South,3701,13,139.0,-36.3338,147.28753999999995,0,0,263.77769391877086
2325,Tallangatta Valley,3701,21,202.0,-36.32508,147.46445,0,0,276.81089509802507
2326,Tallarook,3659,630,736.0,-37.13,145.13618,0,0,77.41169314644564
2327,Tallygaroopna,3634,161,579.0,-36.2398,145.44029,0,0,179.9353830191206
2328,Tambo Crossing,3893,5,17.0,-37.49669,147.83303,0,0,255.13800582622443
2329,Tambo Upper,3885,34,324.0,-37.76276,147.86693,0,0,255.29747846941856
2330,Tamboon,3890,15,11.0,-37.68424,149.18793,0,0,371.7708818744998
2331,Tamboritha,3858,1,0.0,-37.43539000000001,146.69624,0,0,158.35521216641357
2332,Taminick,3675,25,103.0,-36.40149,146.16477,0,0,189.68728443572707
2333,Tamleugh,3669,15,51.0,-36.5887,145.58808,0,0,146.9198611923295
2334,Tamleugh North,3669,7,34.0,-36.53116,145.57316,0,0,152.39748699805463
2335,Tandarook,3260,5,19.0,-38.31705,143.19886,0,0,164.26016290379283
2336,Tandarra,3571,13,48.0,-36.43642,144.21396,0,0,166.76206386309758
2337,Tangambalanga,3691,103,542.0,-36.24181,147.03909,0,0,253.93080913578265
2338,Tanjil,3825,14,0.0,-37.94319,146.20871,0,0,110.35865287808845
2339,Tanjil Bren,3833,9,14.0,-37.85194,146.15458,0,0,104.80213223175835
2340,Tanjil South,3825,151,544.0,-38.10195,146.26561,0,0,118.71634956978679
2341,Tanwood,3478,8,26.0,-37.0082,143.38703999999996,0,0,165.3835225187005
2342,Tanybryn,3249,10,19.0,-38.65677,143.7181,0,0,143.6118319893493
2343,Taradale,3447,151,448.0,-37.14097,144.34672,0,0,92.32600627899211
2344,Tarcombe,3666,5,42.0,-36.96577,145.3762,0,0,100.98969405510657
2345,Tarilta,3451,11,21.0,-37.17786,144.19156,0,0,97.98519211331137
2346,Tarnagulla,3551,47,133.0,-36.77537,143.82862,0,0,152.8139793071821
2347,Tarneit,3029,14543,34562.0,-37.83638,144.66432,0,0,26.307279658787813
2348,Tarnook,3670,11,89.0,-36.53638,145.86143,0,0,162.715549696374
2349,Taroon,3265,1,22.0,-38.32977,142.87139,0,0,191.85672071638874
2350,Tarra Valley,3971,23,77.0,-38.46914,146.57095,0,0,158.50665601442154
2351,Tarranyurk,3414,10,30.0,-36.22298,142.07583,0,0,311.2748356567512
2352,Tarraville,3971,57,80.0,-38.6258,146.74014,0,0,179.72651375619228
2353,Tarrawarra,3775,13,78.0,-37.65654,145.44428,0,0,45.79044461369135
2354,Tarrawingee,3678,54,370.0,-36.38943,146.46704,0,0,206.98003405200893
2355,Tarrayoukyan,3315,1,21.0,-37.30187,141.55682,0,0,305.4909179499007
2356,Tarrengower,3463,4,64.0,-37.00146,144.01256,0,0,123.15404796797132
2357,Tarrenlea,3315,1,37.0,-37.67701,141.73084,0,0,284.5157424343821
2358,Tarrington,3301,35,301.0,-37.76819,142.11863,0,0,249.91900395632018
2359,Tarrone,3283,9,64.0,-38.2271,142.21041,0,0,245.423992654813
2360,Tarwin,3956,12,56.0,-38.59913,145.95452,0,0,123.16474593508066
2361,Tarwin Lower,3956,141,358.0,-38.77306,145.91218,0,0,135.21518067680958
2362,Tatong,3673,48,287.0,-36.75673,146.15635,0,0,157.91455039634332
2363,Tatura,3616,1874,4669.0,-36.44346,145.20463999999996,0,0,153.7238704536386
2364,Tatura East,3616,60,143.0,-36.44024,145.29554,0,0,155.40711589429145
2365,Tatyoon,3378,29,130.0,-37.50038,142.99671,0,0,176.47317847390516
2366,Tawonga,3697,49,574.0,-36.6721,147.20511000000005,0,0,235.55692424750868
2367,Tawonga South,3698,57,862.0,-36.76535,147.13973,0,0,225.06800532357087
2368,Taylor Bay,3713,17,38.0,-37.20634,145.87849,0,0,105.2220819576813
2369,Taylors Hill,3037,3533,14921.0,-37.71499,144.75326,0,0,21.327539391209108
2370,Taylors Lakes,3038,11450,15519.0,-37.69664,144.78896,0,1,19.944728372779565
2371,Teal Point,3579,17,60.0,-35.6822,144.04462,0,0,250.5741033663939
2372,Tecoma,3160,866,2082.0,-37.90684,145.34181,0,0,34.93502524574926
2373,Teddywaddy,3527,5,17.0,-36.19423,143.32322,0,0,231.41884371998015
2374,Teddywaddy West,3527,3,15.0,-36.18962,143.22371,0,0,237.4670765664641
2375,Teesdale,3328,147,1721.0,-38.02231,144.05516,0,0,82.92807804432519
2376,Telangatuk East,3401,10,65.0,-37.12039,142.04596,0,0,268.6262674271746
2377,Telford,3730,8,24.0,-36.10201,145.95423,0,0,209.6094945424958
2378,Telopea Downs,3420,13,45.0,-36.02402,141.1218,0,0,395.05502419725286
2379,Templestowe,3106,3539,16618.0,-37.75626,145.14806000000004,0,0,17.47677896224852
2380,Templestowe Lower,3107,3298,13429.0,-37.76428,145.11236,0,0,14.230053156143775
2381,Tempy,3489,35,57.0,-35.28996,142.42428,0,0,360.6112478495713
2382,Tenby Point,3984,62,184.0,-38.41424,145.47668000000004,0,0,80.64860928289718
2383,Tennyson,3572,16,48.0,-36.29145,144.35297,0,0,177.55088807519678
2384,Terang,3264,1105,2288.0,-38.24631,142.88527,1,0,188.20712550007434
2385,Terip Terip,3719,13,57.0,-37.00203,145.56759,0,0,104.77199047154726
2386,Terrappee,3525,1,22.0,-36.16224,143.57732,0,0,220.89748887466664
2387,Terrick Terrick,3575,3,11.0,-36.11674,144.26412,0,0,198.48427932580825
2388,Terrick Terrick East,3573,6,6.0,-36.10615,144.3824,0,0,196.59294795659818
2389,Tesbury,3260,12,112.0,-38.30037,143.17401,0,0,165.70660070710565
2390,Tetoora Road,3821,10,66.0,-38.28015,145.88296,0,0,95.94347930262585
2391,Thalia,3527,2,10.0,-36.10819,143.06322,0,0,253.71824166910608
2392,The Basin,3154,1680,4416.0,-37.85596,145.32324,0,0,32.06731123399614
2393,The Cove,3268,2,10.0,-38.49129,142.69563,0,0,212.08225428929686
2394,The Gurdies,3984,77,191.0,-38.38834,145.56193000000005,0,0,82.79418092148852
2395,The Heart,3851,18,29.0,-38.11367,147.16711,0,0,196.1669577994534
2396,The Honeysuckles,3851,55,82.0,-38.33603,147.23568,0,0,207.33663029276846
2397,The Patch,3792,158,1065.0,-37.89126,145.40518,0,0,39.86279231138314
2398,The Sisters,3265,34,141.0,-38.18321,142.7867,0,0,195.040764638391
2399,Thologolong,3691,8,11.0,-35.98891,147.42107,0,0,298.1592135602927
2400,Thomastown,3074,17478,20523.0,-37.68322,145.01152,0,0,14.998328048039504
2401,Thomson,3825,1866,0.0,-37.76394000000001,146.34761,0,0,121.85330661870519
2402,Thoona,3726,27,127.0,-36.34903,146.07214,0,0,190.17900101480964
2403,Thornbury,3071,11238,18568.0,-37.75845,145.00574,0,0,7.107679713291135
2404,Thornton,3712,156,299.0,-37.27232,145.81893,0,0,96.48949471226932
2405,Thorpdale,3835,174,471.0,-38.30872,146.17465,0,0,119.63307815714201
2406,Thorpdale South,3824,22,30.0,-38.33398,146.13283,0,0,117.73933809056652
2407,Thowgla Valley,3707,13,82.0,-36.27069,147.92866,0,0,314.1457521281217
2408,Three Bridges,3797,52,199.0,-37.85343,145.697,0,0,64.6849369490673
2409,Timboon,3268,407,1202.0,-38.48429,142.96131,1,0,190.25458512908702
2410,Timboon West,3268,3,54.0,-38.53673,142.92152,0,0,195.72604597991818
2411,Timmering,3561,50,96.0,-36.34875,144.88183,0,0,162.90288729849945
2412,Timor,3465,50,58.0,-36.98671,143.73146,0,0,142.30040239799033
2413,Timor West,3465,2,24.0,-36.95863,143.67706,0,0,148.0041254161983
2414,Tinamba,3859,114,277.0,-37.97411,146.87466,0,0,168.76880283334611
2415,Tinamba West,3859,26,49.0,-37.92259,146.84105,0,0,165.3711903942086
2416,Tintaldra,3708,19,60.0,-36.05404,147.921,0,0,327.66335060241795
2417,Tittybong,3542,1,3.0,-35.76606,143.37703,0,0,267.7608290664378
2418,Tol Tol,3549,32,142.0,-34.64947,142.82943,0,0,400.32919531363564
2419,Tolmie,3723,83,447.0,-36.91076,146.27716999999996,0,0,153.47454951488604
2420,Tom Groggin,3707,1,0.0,-36.58301,148.09192,0,0,309.0488197305285
2421,Tongala,3621,865,1926.0,-36.24254000000001,144.95932,0,0,174.55667849378318
2422,Tonghi Creek,3890,5,12.0,-37.60214000000001,149.08373,0,0,363.29197500036713
2423,Tongio,3896,13,65.0,-37.16874,147.68986,0,0,251.05319666230034
2424,Tonimbuk,3815,83,208.0,-38.01583,145.71136,0,0,69.49779807563993
2425,Tooan,3409,8,19.0,-36.8642,141.7621,0,0,301.9062143655471
2426,Tooborac,3522,179,310.0,-37.04512,144.82793999999996,0,0,86.1344943133206
2427,Toolamba,3614,169,769.0,-36.49618,145.32811,0,0,149.9004614900634
2428,Toolamba West,3614,32,112.0,-36.48059,145.26837,0,0,150.55064111806854
2429,Toolangi,3777,116,344.0,-37.51801,145.49719,0,0,57.341502169090774
2430,Toolern Vale,3337,545,724.0,-37.60249,144.5902,0,0,40.200415539257406
2431,Toolleen,3551,83,182.0,-36.71429000000001,144.67463999999995,0,0,124.72538250202616
2432,Toolondo,3401,33,59.0,-37.01573,141.88024,0,0,286.23501147113154
2433,Toolong,3285,16,91.0,-38.31403,142.23951,0,0,244.8014979799546
2434,Toombon,3825,5,0.0,-37.74141,146.41371,0,0,127.80585949330795
2435,Toongabbie,3856,262,989.0,-38.03541,146.5886,0,0,144.78753391536713
2436,Toora,3962,294,681.0,-38.65213,146.31931,0,0,150.88865349224656
2437,Toora North,3962,18,103.0,-38.60714,146.33723,0,0,149.1328236595492
2438,Tooradin,3980,847,1568.0,-38.19872,145.38644,0,0,56.80366003593751
2439,Toorak,3142,6551,12909.0,-37.84103,145.01793999999995,1,0,5.835197756415396
2440,Toorloo Arm,3909,166,362.0,-37.79438,148.05128,0,0,271.3850472870684
2441,Toorongo,3833,2,0.0,-37.77896,146.08284,0,0,98.52809351635345
2442,Tootgarook,3941,2292,2869.0,-38.37745,144.85138,0,0,63.579834635303
2443,Torquay,3228,4399,13258.0,-38.3127,144.32917,0,0,78.53328554403153
2444,Torrita,3490,10,32.0,-35.119890000000005,141.93143,0,0,403.79488167539535
2445,Torrumbarry,3562,142,279.0,-36.02962,144.52858,0,0,201.94591320868147
2446,Torwood,3821,12,50.0,-38.25808,145.87538999999995,0,0,94.08171502389462
2447,Tostaree,3888,12,25.0,-37.78536,148.18956,0,0,283.5580513304921
2448,Tottenham,3012,1099,3.0,-37.80591,144.8506,0,0,9.83824935749249
2449,Tourello,3363,17,39.0,-37.35429,143.78903,0,0,115.25077781180359
2450,Towan,3596,4,11.0,-35.1494,143.22346000000005,0,0,334.4199836927293
2451,Towaninny South,3527,1,0.0,-35.93967,143.33198000000004,0,0,253.74199925822276
2452,Tower Hill,3283,64,81.0,-38.32832,142.35607,0,0,235.23878566899754
2453,Towong,3707,16,132.0,-36.11955,147.97486999999995,0,0,327.181354730172
2454,Towong Upper,3707,2,34.0,-36.2098,148.01086,0,0,324.04644467356553
2455,Trafalgar,3824,2104,3912.0,-38.16259,146.14768,0,0,110.9432879594874
2456,Trafalgar East,3824,194,426.0,-38.17315,146.19051000000005,0,0,114.86297407677701
2457,Trafalgar South,3824,60,276.0,-38.24397,146.15797,0,0,115.19999170073939
2458,Tragowel,3579,42,104.0,-35.843,143.96777,0,0,236.1924401894746
2459,Traralgon,3844,27955,24933.0,-38.20169,146.51447,0,1,142.71531136658206
2460,Traralgon East,3844,932,1726.0,-38.19004,146.5894,0,0,148.62364329621778
2461,Traralgon South,3844,98,562.0,-38.28615,146.55521000000005,0,0,149.0971792420014
2462,Travancore,3032,1165,2480.0,-37.78203,144.93509,0,0,4.1338838714359225
2463,Trawalla,3373,91,141.0,-37.44621,143.49933,0,0,135.11244720368046
2464,Trawool,3660,68,108.0,-37.13077,145.24061,0,0,79.67031270097687
2465,Traynors Lagoon,3477,16,29.0,-36.57737,142.98526,0,0,222.5309434983677
2466,Tremont,3785,112,77.0,-37.87827,145.31717,0,0,32.01114144702847
2467,Trentham,3458,356,1180.0,-37.38508,144.33581,0,0,72.8257428280442
2468,Trentham East,3458,51,153.0,-37.41476,144.39638,0,0,66.62831264404522
2469,Tresco,3583,89,209.0,-35.49817,143.69436000000005,0,0,281.0785701339861
2470,Tresco West,3584,47,152.0,-35.50617000000001,143.63687,0,0,282.36972991812047
2471,Trida,3953,21,62.0,-38.32152,145.97808,0,0,105.41704481049831
2472,Truganina,3029,9608,20687.0,-37.80787,144.72343999999995,0,0,20.988756679930475
2473,Tubbut,3888,15,11.0,-37.06069,148.59203,0,0,331.1710701050986
2474,Tuerong,3915,221,354.0,-38.29698,145.08587,0,0,54.96241632496191
2475,Tulkara,3384,2,3.0,-36.94203,143.05201,0,0,194.5642565345845
2476,Tullamarine,3043,8337,6605.0,-37.69765,144.86944,0,0,15.143949060176334
2477,Tungamah,3728,157,408.0,-36.16164000000001,145.88603999999995,0,0,201.05166383575107
2478,Turoar,3546,2,0.0,-35.181459999999994,143.07915,0,0,337.4947914771378
2479,Turriff,3488,3,29.0,-35.4651,142.4505,0,0,343.9885056081717
2480,Turtons Creek,3960,40,30.0,-38.54672,146.22728,0,0,137.45133528025028
2481,Tutye,3490,4,20.0,-35.1881,141.48494,0,0,426.2685238643461
2482,Tyaak,3658,17,73.0,-37.21919000000001,145.13783999999995,0,0,67.75082390199519
2483,Tyabb,3913,1305,3338.0,-38.26631,145.19745,0,0,54.51598755523568
2484,Tyers,3844,324,824.0,-38.1376,146.46865,0,0,136.89773964264813
