Suburb/Town Name,Postcode,Incidents Recorded,population,lat,lng
Macorna North,3568,4,20.0,-35.841770000000004,144.08782
Macs Cove,3723,34,91.0,-37.20563,146.14796
Madalya,3971,5,20.0,-38.49268,146.50898999999998
Maddingley,3340,1964,3453.0,-37.70107,144.4165
Mafeking,3379,45,19.0,-37.38288,142.5518
Maffra,3860,2527,5280.0,-37.9639,146.99692
Maffra West Upper,3859,18,82.0,-37.87246,146.82516
Magpie,3352,140,371.0,-37.63237,143.85025
Maiden Gully,3551,979,4992.0,-36.756170000000004,144.20774
Maidstone,3012,6308,9032.0,-37.78163,144.87456
Mailors Flat,3275,48,425.0,-38.29057,142.46478000000002
Main Lead,3373,10,46.0,-37.387029999999996,143.37196
Main Ridge,3928,114,416.0,-38.40213,144.97051000000002
Maindample,3723,68,212.0,-37.02936,145.95691000000002
Maintongoon,3714,9,60.0,-37.1264,145.77893
Major Plains,3725,7,37.0,-36.366440000000004,145.77812
Majorca,3465,123,211.0,-37.12825,143.81361
Maldon,3463,402,1513.0,-36.996970000000005,144.0776
Mallacoota,3892,466,1063.0,-37.52397,149.82662
Malmsbury,3446,344,831.0,-37.17644,144.3974
Malvern,3144,5493,10066.0,-37.85832,145.03534
Malvern East,3145,15917,21707.0,-37.878190000000004,145.06463
Mambourin,3024,204,4.0,-37.89993,144.55753
Manangatang,3546,190,309.0,-35.05488,142.90001999999998
Mandurang,3551,74,641.0,-36.82828,144.29105
Mandurang South,3551,26,247.0,-36.86866,144.27373
Mangalore,3663,120,182.0,-36.924640000000004,145.17068
Manifold Heights,3218,1216,2649.0,-38.137609999999995,144.33369
Mannerim,3222,34,88.0,-38.2221,144.59489
Mannibadar,3360,24,80.0,-37.77426,143.51442
Manns Beach,3971,25,24.0,-38.66227,146.79795
Manorina,3889,6,8.0,-37.69027,148.79858000000002
Mansfield,3722,2201,4787.0,-37.04919,146.09748000000002
Maramingo Creek,3891,6,17.0,-37.39631,149.63426
Marcus Hill,3222,57,159.0,-38.24109,144.57778000000002
Mardan,3953,17,210.0,-38.47022,146.13176
Marengo,3233,44,239.0,-38.77949,143.65526
Maribyrnong,3032,13043,12216.0,-37.772420000000004,144.88736
Marionvale,3634,6,91.0,-36.2627,145.52727
Markwood,3678,56,258.0,-36.47551,146.50661000000002
Marlbed,3483,1,0.0,-35.8209,142.8499
Marlo,3888,177,564.0,-37.76378,148.66799
Marnoo,3387,40,122.0,-36.69059,142.88921000000002
Marnoo East,3477,9,4.0,-36.65247,142.9585
Marnoo West,3387,1,17.0,-36.70173,142.77168999999998
Marong,3515,354,1416.0,-36.753809999999994,144.09962
Maroona,3377,31,110.0,-37.42114,142.86417
Marraweeney,3669,12,52.0,-36.76517,145.72435
Marshall,3216,873,1885.0,-38.195859999999996,144.35718
Marungi,3634,42,111.0,-36.199220000000004,145.53153999999998
Maryborough,3465,6512,7921.0,-37.05011,143.73983
Maryknoll,3812,62,577.0,-38.035270000000004,145.60482
Marysville,3779,210,394.0,-37.52352,145.81221000000002
Maryvale,3840,107,37.0,-38.18318,146.42808
Massey,3482,2,10.0,-36.22164,142.87053
Matlock,3723,12,4.0,-37.58914,146.21262
Maude,3331,47,223.0,-37.94497,144.19063
McCrae,3938,1051,2823.0,-38.35439,144.93241
McIntyre,3472,6,42.0,-36.68919,143.67728
McKenzie Creek,3401,39,136.0,-36.80285,142.16045
McKenzie Hill,3451,59,502.0,-37.069309999999994,144.18469
McKinnon,3204,1595,6064.0,-37.91055,145.03849
McLoughlins Beach,3874,56,104.0,-38.60866,146.8885
McMahons Creek,3799,60,125.0,-37.695890000000006,145.84908000000001
McMillans,3568,11,93.0,-35.84819,144.16568
Mead,3568,16,89.0,-35.80468,144.1081
Meadow Creek,3678,17,84.0,-36.60236,146.44893000000002
Meadow Heights,3048,8556,14842.0,-37.65104,144.91916
Meatian,3585,8,20.0,-35.56958,143.35371
Meeniyan,3956,208,771.0,-38.57475,146.01196000000002
Meering West,3579,5,13.0,-35.8849,143.71319
Meerlieu,3862,39,76.0,-38.01299,147.3987
Melbourne,3000,155759,47285.0,-37.82744,144.97142
Melbourne Airport,3045,4612,104.0,-37.6757,144.83596
Melton,3337,14935,8069.0,-37.67536,144.60745
Melton South,3338,9559,11517.0,-37.72095,144.57848
Melton West,3337,7886,17589.0,-37.66274,144.54411000000002
Melville Forest,3315,3,42.0,-37.48268,141.85473000000002
Melwood,3875,5,26.0,-37.73493,147.51242
Mena Park,3373,11,27.0,-37.53682,143.47756
Mentone,3194,6196,12965.0,-37.982929999999996,145.07487
Menzies Creek,3159,233,998.0,-37.920759999999994,145.4033
Mepunga,3277,99,47.0,-38.458009999999994,142.67618000000002
Mepunga East,3277,19,67.0,-38.443940000000005,142.71202
Mepunga West,3277,10,76.0,-38.44057,142.65363
Merbein,3505,1967,2713.0,-34.16086,142.05123999999998
Merbein South,3505,103,405.0,-34.23042,142.02778
Merbein West,3505,57,190.0,-34.1673,142.00728
Meredith,3333,331,788.0,-37.86712,144.03814
Meringur,3496,14,67.0,-34.40742,141.26202
Merino,3310,121,253.0,-37.73472,141.54153
Mernda,3754,8414,16458.0,-37.592240000000004,145.08163000000002
Merriang,3737,18,178.0,-36.564640000000004,146.68652
Merriang South,3737,4,41.0,-36.59941,146.66235
Merricks,3916,33,190.0,-38.39421,145.08293
Merricks Beach,3926,36,127.0,-38.3983,145.10728999999998
Merricks North,3926,79,426.0,-38.34137,145.07394
Merrigum,3618,279,679.0,-36.368759999999995,145.15409
Merrijig,3875,136,0.0,-37.65811,147.44203000000002
Merrimu,3340,121,374.0,-37.65744,144.47464
Merrinee,3496,20,48.0,-34.38932,141.84821000000002
Merton,3715,77,190.0,-36.982240000000004,145.69874
Metcalfe,3448,35,185.0,-37.092890000000004,144.44163
Metcalfe East,3444,9,29.0,-37.14567,144.45675
Metung,3904,343,1449.0,-37.8647,147.84113
Mia Mia,3444,71,178.0,-36.984790000000004,144.60814
Mickleham,3064,3782,3142.0,-37.54663,144.89917
Middle Creek,3375,21,19.0,-37.39908,143.2546
Middle Park,3206,2263,4143.0,-37.85078,144.96227
Middle Tarwin,3956,24,95.0,-38.671859999999995,145.92856
Miepoll,3666,84,211.0,-36.621559999999995,145.47467
Miga Lake,3409,8,28.0,-36.85176,141.63735
Milawa,3678,81,587.0,-36.45605,146.44895
Mildura,3500,39397,32738.0,-34.210840000000005,142.1337
Mill Park,3082,15070,29710.0,-37.66409,145.06521
Millbrook,3352,43,156.0,-37.61177,144.04558
Millgrove,3799,533,1653.0,-37.74406,145.64848
Milloo,3572,6,35.0,-36.36121,144.38051000000002
Milltown,3304,47,63.0,-38.05434,141.69502
Milnes Bridge,3579,20,24.0,-35.7878,144.07374
Mincha,3575,12,50.0,-35.996390000000005,144.05848
Mincha West,3568,18,32.0,-35.91281,144.13087
Miners Rest,3352,814,3095.0,-37.4862,143.7927
Mingay,3324,3,51.0,-37.85238,143.31715
Minhamite,3287,13,113.0,-37.98795,142.34938
Minimay,3413,26,84.0,-36.710770000000004,141.19978
Mininera,3351,9,62.0,-37.60386,142.95443999999998
Minjah,3276,17,58.0,-38.04157,142.48181
Minmindie,3537,3,21.0,-36.01959,143.75638999999998
Miowera,3862,1,0.0,-37.47744,147.06768
Miram,3415,20,40.0,-36.371990000000004,141.38512
Mirboo,3871,69,290.0,-38.48242,146.23739
Mirboo North,3871,769,2197.0,-38.3942,146.14195
Mirranatwa,3294,3,26.0,-37.42689,142.38562
Mitcham,3132,5952,16148.0,-37.81695,145.19899999999998
Mitchell Park,3355,655,868.0,-37.50908,143.78406999999999
Mitchellstown,3608,48,57.0,-36.84617,145.04758
Mitiamo,3573,85,117.0,-36.21525,144.25145
Mitre,3409,26,69.0,-36.7167,141.78977
Mitta Mitta,3701,49,171.0,-36.61073,147.38788
Mittyack,3490,7,14.0,-35.15553,142.62461000000002
Mockinya,3401,20,33.0,-36.95981,142.18117
Modella,3816,43,148.0,-38.17601,145.71638000000002
Modewarre,3240,51,276.0,-38.266059999999996,144.12193
Moe,3825,16103,8778.0,-38.1751,146.24948
Moe South,3825,161,541.0,-38.21351,146.246
Moggs Creek,3231,17,89.0,-38.46226,144.06475
Moglonemby,3666,1,27.0,-36.65697,145.54235
Mokepilly,3381,2,14.0,-37.08867,142.64262
Molesworth,3718,59,72.0,-37.165079999999996,145.53211000000002
Moliagul,3472,39,88.0,-36.75077,143.66841000000002
Molka,3666,10,38.0,-36.67879,145.40823
Mollongghip,3352,12,89.0,-37.46745,144.04662
Mologa,3575,22,29.0,-36.16298,144.13005
Molyullah,3673,35,131.0,-36.68319,146.14626
Monbulk,3793,1143,3577.0,-37.87427,145.42274
Monegeetta,3433,65,218.0,-37.39315,144.77176
Mongans Bridge,3691,7,35.0,-36.5895,147.11782
Monomak,3860,2,0.0,-37.78561,146.82827
Monomeith,3984,22,72.0,-38.21264,145.53794
Mont Albert,3127,1743,4840.0,-37.817859999999996,145.10764
Mont Albert North,3129,950,5503.0,-37.80278,145.11019
Montgomery,3851,20,65.0,-38.03949,147.06316
Montmorency,3094,2057,8960.0,-37.72058,145.12406000000001
Montrose,3765,2058,6761.0,-37.8172,145.3488
Moolap,3224,1688,1373.0,-38.17836,144.42093
Moolerr,3477,5,18.0,-36.64735,143.17408999999998
Moolort,3465,29,32.0,-37.06004,143.91536000000002
Moonambel,3478,50,167.0,-36.984320000000004,143.31098
Moondarra,3825,75,46.0,-38.047740000000005,146.35485
Moonee Ponds,3039,10863,14250.0,-37.765370000000004,144.9197
Moonlight Flat,3465,9,77.0,-37.04554,143.65146000000001
Moora,3612,14,17.0,-36.60516,144.94751000000002
Moorabbin,3189,8107,5895.0,-37.94142,145.05695
Moorabbin Airport,3194,740,0.0,-37.977940000000004,145.09892
Moorabool,3213,84,90.0,-38.049890000000005,144.28005
Mooralla,3314,13,83.0,-37.38025,142.1085
Moorilim,3610,12,25.0,-36.62502,145.30378000000002
Moormbool West,3523,12,32.0,-36.81458,144.85852
Moornapa,3862,1,7.0,-37.7043,147.18337
Moorngag,3673,6,96.0,-36.73574,146.05451000000002
Moorooduc,3933,719,1098.0,-38.24437,145.11449
Mooroolbark,3138,7945,21967.0,-37.780590000000004,145.32583
Mooroopna,3629,7677,7942.0,-36.39662,145.34908000000001
Mooroopna North,3629,237,123.0,-36.32835,145.30178
Mooroopna North West,3616,13,74.0,-36.35041,145.25007
Moranding,3764,28,185.0,-37.233940000000004,144.95182
Mordialloc,3195,5921,8166.0,-37.998329999999996,145.0951
Morgiana,3301,2,31.0,-37.7303,141.84129
Moriac,3240,142,782.0,-38.250209999999996,144.17473
Mornington,3931,15394,23989.0,-38.22805,145.06241
Moroka,3860,2,0.0,-37.493120000000005,146.94222
Morrisons,3334,30,128.0,-37.75672,144.12762
Morrl Morrl,3387,3,4.0,-36.86497,142.90493999999998
Mortlake,3272,700,1372.0,-38.0585,142.79005
Morton Plains,3482,4,9.0,-36.074259999999995,142.907
Morwell,3840,30423,13771.0,-38.23174,146.42003
Mossiface,3885,21,131.0,-37.74516,147.81591
Mount Alfred,3709,15,26.0,-35.99777,147.61323000000002
Mount Beauty,3699,205,824.0,-36.74866,147.22372
Mount Beckworth,3363,1,9.0,-37.305820000000004,143.68953
Mount Best,3960,10,16.0,-38.586999999999996,146.29551
Mount Bolton,3352,8,29.0,-37.358979999999995,143.69466
Mount Bruno,3675,12,54.0,-36.32113,146.15521999999999
Mount Buffalo,3740,14,0.0,-36.72777,146.7775
Mount Burnett,3781,35,173.0,-37.97572,145.511
Mount Bute,3324,11,58.0,-37.87307,143.40648000000002
Mount Camel,3523,45,106.0,-36.807390000000005,144.74367
Mount Cameron,3370,2,9.0,-37.19927,143.81401
Mount Clear,3350,1492,3390.0,-37.60422,143.87258
Mount Cole,3377,15,21.0,-37.24938,143.21768
Mount Cole Creek,3377,2,5.0,-37.218720000000005,143.12386
Mount Cottrell,3024,588,569.0,-37.79318,144.62928
Mount Dandenong,3767,405,1251.0,-37.836259999999996,145.35106000000002
Mount Doran,3334,23,130.0,-37.722409999999996,144.04385
Mount Dryden,3381,7,6.0,-37.04602,142.53271
Mount Duneed,3217,915,1578.0,-38.24917,144.30066000000002
Mount Eccles,3953,13,104.0,-38.37942,145.97402
Mount Egerton,3352,147,582.0,-37.655,144.11912
Mount Eliza,3930,3739,17888.0,-38.19365,145.09499
Mount Emu,3351,7,26.0,-37.60048,143.40219
Mount Evelyn,3796,2655,9702.0,-37.7875,145.38903
Mount Franklin,3461,17,89.0,-37.26015,144.15804
Mount Glasgow,3371,41,85.0,-37.20339,143.75853
Mount Helen,3350,748,2975.0,-37.62914,143.88637
Mount Hooghly,3472,8,19.0,-36.91072,143.66115
Mount Lonarch,3468,40,42.0,-37.273559999999996,143.39036000000002
Mount Macedon,3441,271,1335.0,-37.38988,144.59247
Mount Major,3646,12,6.0,-36.36939,145.69924
Mount Martha,3934,3391,18548.0,-38.27378,145.03085
Mount Mercer,3352,65,69.0,-37.83716,143.87159
Mount Moriac,3240,200,240.0,-38.21043,144.18971000000002
Mount Napier,3301,1,17.0,-37.896640000000005,142.06349
Mount Pleasant,3350,1539,2203.0,-37.58079,143.85515
Mount Prospect,3364,11,41.0,-37.399359999999994,144.05112
Mount Richmond,3305,47,43.0,-38.15808,141.33571
Mount Rowan,3352,101,294.0,-37.50056,143.84025
Mount Sabine,3236,2,0.0,-38.63386,143.74272
Mount Tassie,3844,4,0.0,-38.38878,146.56034
Mount Taylor,3875,66,286.0,-37.722,147.57254
Mount Toolebewong,3777,27,140.0,-37.715340000000005,145.56142
Mount Wallace,3342,97,113.0,-37.73411,144.20938999999998
Mount Waverley,3149,10428,33611.0,-37.87838,145.12845
Mountain Bay,3723,13,43.0,-37.19828,146.09508
Mountain View,3988,15,90.0,-38.30218,145.86768999999998
Moutajup,3294,17,83.0,-37.6844,142.2068
Moyhu,3732,98,445.0,-36.599759999999996,146.37198
Moyreisk,3477,7,30.0,-36.878409999999995,143.39577
Moyston,3377,126,348.0,-37.2769,142.74451000000002
Muckatah,3644,69,213.0,-36.00517,145.64555
Muckleford,3451,150,405.0,-37.053940000000004,144.15276
Muckleford South,3462,11,45.0,-37.105779999999996,144.12478000000002
Mulgrave,3170,9615,19368.0,-37.92029,145.17258999999999
Mumbannar,3304,39,111.0,-37.93292,141.10206000000002
Mundoona,3635,14,119.0,-36.14918,145.35906
Munro,3862,36,143.0,-37.89841,147.2134
Muntham,3315,4,31.0,-37.574290000000005,141.54808
Murchison,3610,500,925.0,-36.62918,145.18683000000001
Murchison East,3610,190,135.0,-36.61446,145.25021
Murchison North,3610,42,187.0,-36.56929,145.27819
Murgheboluc,3218,21,131.0,-38.10025,144.14182
Murmungee,3747,2,57.0,-36.44877,146.67077
Murphys Creek,3551,25,37.0,-36.731429999999996,143.74963
Murra Warra,3401,18,72.0,-36.44532,142.24659
Murrabit,3579,69,201.0,-35.53706,143.93788
Murrabit West,3579,17,45.0,-35.509479999999996,143.88058
Murrawee,3586,22,143.0,-35.29899,143.51416
Murraydale,3586,23,125.0,-35.281729999999996,143.56634
Murrayville,3512,119,280.0,-35.20364,141.20128
Murrindal,3885,5,11.0,-37.41766,148.20979
Murrindindi,3717,58,107.0,-37.36922,145.57712
Murroon,3243,26,83.0,-38.42906,143.79981999999998
Murrumbeena,3163,3228,9926.0,-37.896370000000005,145.06927
Murtoa,3390,398,865.0,-36.5981,142.47461
Musk,3461,36,150.0,-37.36907,144.2042
Musk Vale,3461,15,132.0,-37.3808,144.14798000000002
Muskerry,3557,34,50.0,-36.67647,144.58638
Myall,3579,19,107.0,-35.60457,144.03408000000002
Myamyn,3304,18,73.0,-38.00633,141.72024
Myers Flat,3556,136,459.0,-36.70102,144.1865
Myola,3551,3,39.0,-36.62506,144.64356
Myrniong,3341,171,404.0,-37.592009999999995,144.36364
Myrrhee,3732,24,152.0,-36.74419,146.3094
Myrtle Creek,3551,4,67.0,-36.935970000000005,144.417
Myrtlebank,3851,69,127.0,-38.07116,147.034
Myrtleford,3737,1566,3193.0,-36.57747,146.74446
Mysia,3518,5,43.0,-36.22898,143.75507
Mystic Park,3579,55,181.0,-35.56817,143.73247
Mywee,3641,5,14.0,-35.83868,145.50682
Nagambie,3608,1076,1886.0,-36.7916,145.20633
Nalangil,3249,20,76.0,-38.32696,143.4558
Nalinga,3646,8,25.0,-36.421690000000005,145.72751
Nambrok,3847,123,299.0,-38.086659999999995,146.85306
Nandaly,3533,13,39.0,-35.31286,142.67936
Nangana,3781,10,44.0,-37.87397,145.53476
Nangeela,3312,5,14.0,-37.48038,141.34245
Nangiloc,3494,76,141.0,-34.4807,142.30593000000002
Nanneella,3561,116,388.0,-36.34926,144.78736999999998
Napoleons,3352,148,553.0,-37.69024,143.79936
Nar Nar Goon,3812,597,1012.0,-38.11186,145.56548999999998
Nar Nar Goon North,3812,224,727.0,-38.02922,145.56527
Narbethong,3778,155,205.0,-37.54229,145.63431
Nareeb,3293,4,36.0,-37.84089,142.55478
Nareen,3315,11,93.0,-37.38378,141.54753
Nareewillock,3525,2,23.0,-36.15886,143.43175
Nariel Valley,3707,22,90.0,-36.49982,147.83604
Naring,3636,37,120.0,-36.05908,145.58168
Naringal,3277,29,120.0,-38.39463,142.72316
Naringal East,3277,28,93.0,-38.40828,142.79053000000002
Naroghid,3266,26,71.0,-38.24715,143.05403
Narracan,3824,74,253.0,-38.27104,146.23533999999998
Narraport,3483,7,46.0,-36.02367,143.07808
Narrawong,3285,123,387.0,-38.2386,141.70334
Narre Warren,3805,21216,26621.0,-38.0204,145.30753
Narre Warren East,3804,163,419.0,-37.962740000000004,145.35371999999998
Narre Warren North,3804,2593,7674.0,-37.983909999999995,145.31811000000002
Narre Warren South,3805,8743,30319.0,-38.049609999999994,145.30798000000001
Narrung,3597,5,18.0,-34.77706,143.22827
Nathalia,3638,762,1880.0,-36.060559999999995,145.19019
Natimuk,3409,100,514.0,-36.72609,141.93843
Natte Yallock,3465,38,94.0,-36.94793,143.46507
Natya,3597,4,38.0,-34.9424,143.1871
Navarre,3384,31,98.0,-36.89759,143.09351
Navigators,3352,69,253.0,-37.60905,143.93929
Nayook,3832,31,75.0,-37.9133,145.93403
Neds Corner,3496,9,4.0,-34.193529999999996,141.40293
Neereman,3463,3,24.0,-36.92009,143.92885
Neerim,3831,67,200.0,-37.95665,145.96419
Neerim East,3831,70,192.0,-38.00035,146.04465
Neerim Junction,3832,39,127.0,-37.92,145.96068
Neerim North,3832,11,42.0,-37.92286,146.02548000000002
Neerim South,3831,410,1305.0,-38.010059999999996,145.98572
Neilborough,3570,111,290.0,-36.55599,144.26206000000002
Nelson,3292,116,190.0,-38.07788,141.10436
Nerrena,3953,14,248.0,-38.50473,146.01181
Nerrin Nerrin,3351,11,38.0,-37.7602,143.02533
Nerrina,3350,401,962.0,-37.53866,143.89542
Nerring,3373,4,15.0,-37.497479999999996,143.44648
Netherby,3418,26,120.0,-36.085809999999995,141.64801
Neuarpurr,3413,3,55.0,-36.701840000000004,141.05948999999998
New Gisborne,3438,575,2387.0,-37.45032,144.61574
Newborough,3825,5208,6763.0,-38.177459999999996,146.29389
Newbridge,3551,77,192.0,-36.75478,143.91984
Newbury,3458,16,71.0,-37.42058,144.2838
Newcomb,3219,4716,4500.0,-38.16265,144.39553999999998
Newfield,3268,12,69.0,-38.560590000000005,143.00736
Newham,3442,96,506.0,-37.297740000000005,144.61167
Newhaven,3925,305,449.0,-38.51385,145.32275
Newington,3350,844,1900.0,-37.563390000000005,143.82763
Newlands Arm,3875,123,728.0,-37.9255,147.68791000000002
Newlyn,3364,40,128.0,-37.41447,143.98564
Newlyn North,3364,24,174.0,-37.397240000000004,144.00995
Newmerella,3886,173,389.0,-37.752959999999995,148.46076000000002
Newport,3015,5970,12916.0,-37.845490000000005,144.88329
Newry,3859,148,427.0,-37.89723,146.89661999999998
Newstead,3462,212,754.0,-37.10777,144.0521
Newtown,3351,4682,122.0,-37.69917,143.66409
Nhill,3418,867,2184.0,-36.306470000000004,141.58129
Nichols Point,3501,443,1551.0,-34.210570000000004,142.21098999999998
Nicholson,3882,269,1095.0,-37.80955,147.74587
Niddrie,3042,2156,5479.0,-37.739709999999995,144.88263
Nilma,3821,84,342.0,-38.17017,145.97294
Nilma North,3821,53,319.0,-38.1257,146.0034
Ninda,3533,3,14.0,-35.433859999999996,142.7223
Nine Mile,3518,2,22.0,-36.45162,143.46683000000002
Nintingbool,3351,17,173.0,-37.60953,143.72032
Ninyeunook,3527,2,11.0,-35.9645,143.43212
Nirranda,3268,28,56.0,-38.5085,142.77423000000002
Nirranda East,3268,2,14.0,-38.489329999999995,142.8645
Nirranda South,3268,15,76.0,-38.54514,142.80392
Noble Park,3174,19466,30998.0,-37.965990000000005,145.17767
Noble Park North,3174,3738,7468.0,-37.952020000000005,145.18932
Noojee,3833,201,157.0,-37.836,145.97847
Noorat,3265,95,333.0,-38.19443,142.92585
Noorat East,3265,4,20.0,-38.202709999999996,142.97648999999998
Noorinbee,3890,24,70.0,-37.50881,149.21053999999998
Noorinbee North,3890,13,24.0,-37.407509999999995,149.22198
Noradjuha,3409,23,83.0,-36.84539,141.91156
Norlane,3214,14375,8306.0,-38.093740000000004,144.3534
Normanville,3579,8,35.0,-35.79376,143.72863
Norong,3682,21,118.0,-36.09095,146.34601
North Bendigo,3550,2434,4059.0,-36.73733,144.27886
North Blackwood,3458,7,51.0,-37.417770000000004,144.36185
North Geelong,3215,5262,2966.0,-38.114470000000004,144.35
North Melbourne,3051,12698,14940.0,-37.79688,144.94693999999998
North Shore,3214,943,357.0,-38.09613,144.37096
North Wangaratta,3678,133,288.0,-36.32091,146.34429
North Warrandyte,3113,267,2956.0,-37.72625,145.21604
North Wonthaggi,3995,1206,2806.0,-38.57797,145.59698999999998
Northcote,3070,15527,24561.0,-37.772259999999996,144.99937
Northwood,3660,65,195.0,-36.94408,145.10296
Norval,3377,9,38.0,-37.252309999999994,142.86162
Notting Hill,3168,1481,3050.0,-37.90532,145.14058
Nowa Nowa,3887,163,194.0,-37.69873,148.02427
Nowhere Creek,3469,2,17.0,-37.128809999999994,143.29346999999999
Nowie,3585,15,21.0,-35.327659999999995,143.28456
Nug Nug,3737,18,21.0,-36.67027,146.73318
Nuggetty,3463,9,85.0,-36.95545,144.06038999999998
Nulla Vale,3435,54,63.0,-37.16985,144.76365
Nullawarre,3268,54,267.0,-38.48594,142.76502
Nullawarre North,3268,10,61.0,-38.43792,142.79588
Nullawil,3529,19,93.0,-35.85929,143.138
Numurkah,3636,2128,4477.0,-36.08119,145.43854
Nunawading,3131,4801,11876.0,-37.81692,145.17651999999998
Nungurner,3909,62,283.0,-37.85738,147.90066000000002
Nunniong,3896,16,0.0,-37.23806,147.95046000000002
Nurcoung,3401,7,40.0,-36.63074,141.68849
Nurrabiel,3401,14,61.0,-36.95534,142.04823000000002
Nurran,3888,2,3.0,-37.51218,148.57232
Nutfield,3099,148,152.0,-37.60109,145.18515
Nyah,3594,157,530.0,-35.14566,143.36225
Nyah West,3595,350,663.0,-35.17827,143.3425
Nyarrin,3533,1,24.0,-35.389590000000005,142.67637
Nyerimilang,3909,3,4.0,-37.89123,147.92565
Nyora,3987,367,1527.0,-38.30703,145.68001
Nyrraby,3585,5,18.0,-35.221090000000004,143.22348
Oak Park,3046,2126,6205.0,-37.718270000000004,144.91557
Oaklands Junction,3063,178,433.0,-37.58013,144.83666000000002
Oakleigh,3166,8463,7893.0,-37.89968,145.09601999999998
Oakleigh East,3166,2383,6444.0,-37.90597,145.11381
Oakleigh South,3167,3827,9261.0,-37.92698,145.0964
Ocean Grange,3880,9,0.0,-38.00833,147.67729
Ocean Grove,3226,3597,14165.0,-38.25828,144.53821000000002
Officer,3809,4973,7133.0,-38.04827,145.41307
Officer South,3809,133,75.0,-38.10402,145.41738
Old Tallangatta,3701,1,35.0,-36.201190000000004,147.24727
Olinda,3788,621,1738.0,-37.85288,145.37679
Ombersley,3241,16,97.0,-38.206140000000005,143.81503
Omeo,3898,192,406.0,-37.1041,147.59433
Omeo Valley,3898,10,3.0,-36.93176,147.61675
Ondit,3249,38,94.0,-38.23942,143.61965
Orbost,3888,2082,2227.0,-37.65521,148.50876
Orford,3284,20,105.0,-38.20316,142.10895
Ormond,3204,2456,8417.0,-37.90398,145.03998
Orrvale,3631,345,438.0,-36.41138,145.44692
Osbornes Flat,3691,10,233.0,-36.31814,146.91464
Outtrim,3951,53,235.0,-38.53168,145.77987
Ouyen,3490,621,1191.0,-35.05383,142.26861
Ovens,3738,41,219.0,-36.60471,146.78475
Oxley,3678,89,631.0,-36.44917,146.37683
Oxley Flats,3678,15,55.0,-36.3981,146.39063000000002
Ozenkadnook,3413,1,30.0,-36.839940000000006,141.34541000000002
Paaratte,3268,15,31.0,-38.55533,142.96923
Painswick,3551,3,5.0,-36.79699,143.73039
Pakenham,3810,27599,46421.0,-38.071059999999996,145.4878
Pakenham South,3810,138,216.0,-38.139720000000004,145.49292
Pakenham Upper,3810,392,1172.0,-38.00902,145.50432
Panitya,3512,12,65.0,-35.14094,141.03149
Panmure,3265,127,424.0,-38.331179999999996,142.71295
Panton Hill,3759,161,1062.0,-37.640679999999996,145.25059
Paradise,3477,20,42.0,-36.814840000000004,143.05181000000002
Paradise Beach,3851,82,160.0,-38.19193,147.41613999999998
Paraparap,3240,41,151.0,-38.298759999999994,144.18378
Park Orchards,3114,637,3822.0,-37.77596,145.21331999999998
Parkdale,3195,3950,11746.0,-37.99391,145.08148
Parkville,3052,6051,7409.0,-37.7885,144.95102
Parwan,3340,192,170.0,-37.73853,144.46231
Paschendale,3315,2,30.0,-37.65995,141.60253
Pascoe Vale,3044,7759,17051.0,-37.72489,144.93585
Pascoe Vale South,3044,3926,10069.0,-37.743359999999996,144.93826
Pastoria,3444,9,48.0,-37.21415,144.58743
Pastoria East,3444,10,38.0,-37.178340000000006,144.64018000000002
Patchewollock,3491,56,133.0,-35.41773,142.24501999999998
Patho,3564,74,108.0,-36.01647,144.38695
Patterson Lakes,3197,3538,7564.0,-38.06746,145.14413000000002
Patyah,3318,3,62.0,-36.89476,141.27274
Paynesville,3880,1231,3480.0,-37.90936,147.71202
Pearcedale,3912,1089,3821.0,-38.197359999999996,145.24176
Pearsondale,3851,41,135.0,-38.12997,147.0325
Peechelba,3678,34,184.0,-36.16798,146.19158000000002
Peechelba East,3678,6,45.0,-36.15547,146.25909
Pelluebla,3727,6,33.0,-36.1993,145.98123
Pennyroyal,3235,8,86.0,-38.43499,143.89035
Penshurst,3289,184,622.0,-37.876020000000004,142.33647
Pental Island,3586,32,135.0,-35.40133,143.69167
Pentland Hills,3341,145,185.0,-37.65262,144.37483999999998
Percydale,3478,26,39.0,-37.07177,143.38679
Peronne,3413,5,48.0,-36.647,141.36156
Perry Bridge,3862,35,75.0,-37.98368,147.26273999999998
Peterborough,3270,103,247.0,-38.58941,142.87903
Pheasant Creek,3757,65,322.0,-37.469609999999996,145.29085
Piangil,3597,76,259.0,-35.05308,143.22738999999999
Picola,3639,97,207.0,-35.96055,145.10089
Picola West,3639,2,9.0,-35.9592,145.04838999999998
Piedmont,3833,26,46.0,-37.89509,145.94533
Pier Milan,3533,4,8.0,-35.236059999999995,142.70096999999998
Pigeon Ponds,3407,3,29.0,-37.279,141.68775
Piggoreet,3351,1,37.0,-37.723240000000004,143.63781
Pimpinio,3401,91,184.0,-36.61073,142.06978
Pine Grove,3573,18,35.0,-36.21448,144.40671
Pine Lodge,3631,83,241.0,-36.36288,145.54674
Pine Mountain,3709,2,34.0,-36.0129,147.83586
Pioneer Bay,3984,170,352.0,-38.38097,145.54972
Pipers Creek,3444,17,159.0,-37.2523,144.54727
Pira,3585,4,10.0,-35.24837,143.37233
Piries,3723,18,58.0,-37.18119,146.1305
